Ds Município;Dose;Contagem de Id Vacinacao;;;;
LAVRINHAS;1° DOSE;488;;;;
LAVRINHAS;2° DOSE;152;;;;
LEME;1° DOSE;10355;;;;
LEME;2° DOSE;3489;;;;
LENÇÓIS PAULISTA;1° DOSE;6642;;;;
LENÇÓIS PAULISTA;2° DOSE;2096;;;;
LIMEIRA;1° DOSE;26321;;;;
LIMEIRA;2° DOSE;6450;;;;
LINDÓIA;1° DOSE;928;;;;
LINDÓIA;2° DOSE;270;;;;
LINS;1° DOSE;10425;;;;
LINS;2° DOSE;3759;;;;
LORENA;1° DOSE;9193;;;;
LORENA;2° DOSE;3014;;;;
LOURDES;1° DOSE;369;;;;
LOURDES;2° DOSE;113;;;;
LOUVEIRA;1° DOSE;3225;;;;
LOUVEIRA;2° DOSE;1051;;;;
LUCÉLIA;1° DOSE;2517;;;;
LUCÉLIA;2° DOSE;937;;;;
LUCIANÓPOLIS;1° DOSE;355;;;;
LUCIANÓPOLIS;2° DOSE;75;;;;
LUÍS ANTÔNIO;1° DOSE;933;;;;
LUÍS ANTÔNIO;2° DOSE;309;;;;
LUIZIÂNIA;1° DOSE;539;;;;
LUIZIÂNIA;2° DOSE;159;;;;
LUPÉRCIO;1° DOSE;479;;;;
LUPÉRCIO;2° DOSE;166;;;;
LUTÉCIA;1° DOSE;432;;;;
LUTÉCIA;2° DOSE;123;;;;
MACATUBA;1° DOSE;1698;;;;
MACATUBA;2° DOSE;602;;;;
MACAUBAL;1° DOSE;1150;;;;
MACAUBAL;2° DOSE;430;;;;
MACEDÔNIA;1° DOSE;458;;;;
MACEDÔNIA;2° DOSE;160;;;;
MAGDA;1° DOSE;532;;;;
MAGDA;2° DOSE;178;;;;
MAIRINQUE;1° DOSE;4461;;;;
MAIRINQUE;2° DOSE;1120;;;;
MAIRIPORÃ;1° DOSE;7462;;;;
MAIRIPORÃ;2° DOSE;2128;;;;
MANDURI;1° DOSE;1119;;;;
MANDURI;2° DOSE;334;;;;
MARABÁ PAULISTA;1° DOSE;386;;;;
MARABÁ PAULISTA;2° DOSE;83;;;;
MARACAÍ;1° DOSE;1561;;;;
MARACAÍ;2° DOSE;522;;;;
MARAPOAMA;1° DOSE;450;;;;
MARAPOAMA;2° DOSE;155;;;;
MARIÁPOLIS;1° DOSE;413;;;;
MARIÁPOLIS;2° DOSE;152;;;;
MARÍLIA;1° DOSE;30410;;;;
MARÍLIA;2° DOSE;10961;;;;
MARINÓPOLIS;1° DOSE;316;;;;
MARINÓPOLIS;2° DOSE;95;;;;
MARTINÓPOLIS;1° DOSE;3059;;;;
MARTINÓPOLIS;2° DOSE;925;;;;
MATÃO;1° DOSE;8696;;;;
MATÃO;2° DOSE;2521;;;;
MAUÁ;1° DOSE;31435;;;;
MAUÁ;2° DOSE;13259;;;;
MENDONÇA;1° DOSE;759;;;;
MENDONÇA;2° DOSE;324;;;;
MERIDIANO;1° DOSE;536;;;;
MERIDIANO;2° DOSE;186;;;;
MESÓPOLIS;1° DOSE;312;;;;
MESÓPOLIS;2° DOSE;119;;;;
MIGUELÓPOLIS;1° DOSE;2366;;;;
MIGUELÓPOLIS;2° DOSE;714;;;;
MINEIROS DO TIETÊ;1° DOSE;1284;;;;
MINEIROS DO TIETÊ;2° DOSE;329;;;;
MIRA ESTRELA;1° DOSE;436;;;;
MIRA ESTRELA;2° DOSE;134;;;;
MIRACATU;1° DOSE;1887;;;;
MIRACATU;2° DOSE;595;;;;
MIRANDÓPOLIS;1° DOSE;3834;;;;
MIRANDÓPOLIS;2° DOSE;1453;;;;
MIRANTE DO PARANAPANEMA;1° DOSE;2243;;;;
MIRANTE DO PARANAPANEMA;2° DOSE;639;;;;
MIRASSOL;1° DOSE;6408;;;;
MIRASSOL;2° DOSE;1995;;;;
MIRASSOLÂNDIA;1° DOSE;609;;;;
MIRASSOLÂNDIA;2° DOSE;239;;;;
MOCOCA;1° DOSE;9361;;;;
MOCOCA;2° DOSE;2699;;;;
MOGI DAS CRUZES;1° DOSE;40395;;;;
MOGI DAS CRUZES;2° DOSE;13416;;;;
MOGI GUAÇU;1° DOSE;15439;;;;
MOGI GUAÇU;2° DOSE;4717;;;;
MOGI MIRIM;1° DOSE;11736;;;;
MOGI MIRIM;2° DOSE;3895;;;;
MOMBUCA;1° DOSE;356;;;;
MOMBUCA;2° DOSE;179;;;;
MONÇÕES;1° DOSE;398;;;;
MONÇÕES;2° DOSE;133;;;;
MONGAGUÁ;1° DOSE;6432;;;;
MONGAGUÁ;2° DOSE;1254;;;;
MONTE ALEGRE DO SUL;1° DOSE;1080;;;;
MONTE ALEGRE DO SUL;2° DOSE;279;;;;
MONTE ALTO;1° DOSE;6027;;;;
MONTE ALTO;2° DOSE;2017;;;;
MONTE APRAZÍVEL;1° DOSE;3203;;;;
MONTE APRAZÍVEL;2° DOSE;1070;;;;
MONTE AZUL PAULISTA;1° DOSE;2197;;;;
MONTE AZUL PAULISTA;2° DOSE;706;;;;
MONTE CASTELO;1° DOSE;646;;;;
MONTE CASTELO;2° DOSE;151;;;;
MONTE MOR;1° DOSE;4476;;;;
MONTE MOR;2° DOSE;1237;;;;
MONTEIRO LOBATO;1° DOSE;519;;;;
MONTEIRO LOBATO;2° DOSE;210;;;;
MORRO AGUDO;1° DOSE;2867;;;;
MORRO AGUDO;2° DOSE;994;;;;
MORUNGABA;1° DOSE;1443;;;;
MORUNGABA;2° DOSE;396;;;;
MOTUCA;1° DOSE;414;;;;
MOTUCA;2° DOSE;112;;;;
MURUTINGA DO SUL;1° DOSE;668;;;;
MURUTINGA DO SUL;2° DOSE;230;;;;
NANTES;1° DOSE;267;;;;
NANTES;2° DOSE;110;;;;
NARANDIBA;1° DOSE;507;;;;
NARANDIBA;2° DOSE;146;;;;
NATIVIDADE DA SERRA;1° DOSE;895;;;;
NATIVIDADE DA SERRA;2° DOSE;355;;;;
NAZARÉ PAULISTA;1° DOSE;1832;;;;
NAZARÉ PAULISTA;2° DOSE;439;;;;
NEVES PAULISTA;1° DOSE;1605;;;;
NEVES PAULISTA;2° DOSE;542;;;;
NHANDEARA;1° DOSE;1769;;;;
NHANDEARA;2° DOSE;600;;;;
NIPOÃ;1° DOSE;435;;;;
NIPOÃ;2° DOSE;126;;;;
NOVA ALIANÇA;1° DOSE;842;;;;
NOVA ALIANÇA;2° DOSE;327;;;;
NOVA CAMPINA;1° DOSE;664;;;;
NOVA CAMPINA;2° DOSE;180;;;;
NOVA CANAÃ PAULISTA;1° DOSE;340;;;;
NOVA CANAÃ PAULISTA;2° DOSE;103;;;;
NOVA CASTILHO;1° DOSE;140;;;;
NOVA CASTILHO;2° DOSE;57;;;;
NOVA EUROPA;1° DOSE;1009;;;;
NOVA EUROPA;2° DOSE;241;;;;
NOVA GRANADA;1° DOSE;2310;;;;
NOVA GRANADA;2° DOSE;846;;;;
NOVA GUATAPORANGA;1° DOSE;349;;;;
NOVA GUATAPORANGA;2° DOSE;99;;;;
NOVA INDEPENDÊNCIA;1° DOSE;339;;;;
NOVA INDEPENDÊNCIA;2° DOSE;111;;;;
NOVA LUZITÂNIA;1° DOSE;381;;;;
NOVA LUZITÂNIA;2° DOSE;117;;;;
NOVA ODESSA;1° DOSE;4671;;;;
NOVA ODESSA;2° DOSE;1027;;;;
NOVAIS;1° DOSE;397;;;;
NOVAIS;2° DOSE;119;;;;
NOVO HORIZONTE;1° DOSE;5095;;;;
NOVO HORIZONTE;2° DOSE;1723;;;;
NUPORANGA;1° DOSE;932;;;;
NUPORANGA;2° DOSE;280;;;;
OCAUÇU;1° DOSE;523;;;;
OCAUÇU;2° DOSE;151;;;;
ÓLEO;1° DOSE;308;;;;
ÓLEO;2° DOSE;126;;;;
OLÍMPIA;1° DOSE;6654;;;;
OLÍMPIA;2° DOSE;2209;;;;
ONDA VERDE;1° DOSE;493;;;;
ONDA VERDE;2° DOSE;157;;;;
ORIENTE;1° DOSE;986;;;;
ORIENTE;2° DOSE;239;;;;
ORINDIÚVA;1° DOSE;461;;;;
ORINDIÚVA;2° DOSE;230;;;;
ORLÂNDIA;1° DOSE;2372;;;;
ORLÂNDIA;2° DOSE;1089;;;;
OSASCO;1° DOSE;58024;;;;
OSASCO;2° DOSE;15230;;;;
OSCAR BRESSANE;1° DOSE;464;;;;
OSCAR BRESSANE;2° DOSE;142;;;;
OSVALDO CRUZ;1° DOSE;4666;;;;
OSVALDO CRUZ;2° DOSE;1736;;;;
OURINHOS;1° DOSE;13936;;;;
OURINHOS;2° DOSE;4306;;;;
OURO VERDE;1° DOSE;1117;;;;
OURO VERDE;2° DOSE;452;;;;
OUROESTE;1° DOSE;1229;;;;
OUROESTE;2° DOSE;491;;;;
PACAEMBU;1° DOSE;1731;;;;
PACAEMBU;2° DOSE;482;;;;
PALESTINA;1° DOSE;1793;;;;
PALESTINA;2° DOSE;421;;;;
PALMARES PAULISTA;1° DOSE;732;;;;
PALMARES PAULISTA;2° DOSE;248;;;;
PALMEIRA D'OESTE;1° DOSE;1561;;;;
PALMEIRA D'OESTE;2° DOSE;666;;;;
PALMITAL;1° DOSE;3174;;;;
PALMITAL;2° DOSE;964;;;;
PANORAMA;1° DOSE;1568;;;;
PANORAMA;2° DOSE;442;;;;
PARAGUAÇU PAULISTA;1° DOSE;4292;;;;
PARAGUAÇU PAULISTA;2° DOSE;1404;;;;
PARAIBUNA;1° DOSE;1897;;;;
PARAIBUNA;2° DOSE;455;;;;
PARAÍSO;1° DOSE;791;;;;
PARAÍSO;2° DOSE;309;;;;
PARANAPANEMA;1° DOSE;1732;;;;
PARANAPANEMA;2° DOSE;518;;;;
PARANAPUÃ;1° DOSE;504;;;;
PARANAPUÃ;2° DOSE;156;;;;
PARAPUÃ;1° DOSE;1531;;;;
PARAPUÃ;2° DOSE;489;;;;
PARDINHO;1° DOSE;732;;;;
PARDINHO;2° DOSE;242;;;;
PARIQUERA-AÇU;1° DOSE;2947;;;;
PARIQUERA-AÇU;2° DOSE;1284;;;;
PARISI;1° DOSE;295;;;;
PARISI;2° DOSE;82;;;;
PATROCÍNIO PAULISTA;1° DOSE;1548;;;;
PATROCÍNIO PAULISTA;2° DOSE;542;;;;
PAULICÉIA;1° DOSE;644;;;;
PAULICÉIA;2° DOSE;154;;;;
PAULÍNIA;1° DOSE;8271;;;;
PAULÍNIA;2° DOSE;2556;;;;
PAULISTÂNIA;1° DOSE;241;;;;
PAULISTÂNIA;2° DOSE;64;;;;
PAULO DE FARIA;1° DOSE;1085;;;;
PAULO DE FARIA;2° DOSE;442;;;;
PEDERNEIRAS;1° DOSE;4307;;;;
PEDERNEIRAS;2° DOSE;1300;;;;
PEDRA BELA;1° DOSE;769;;;;
PEDRA BELA;2° DOSE;179;;;;
PEDRANÓPOLIS;1° DOSE;417;;;;
PEDRANÓPOLIS;2° DOSE;162;;;;
PEDREGULHO;1° DOSE;1661;;;;
PEDREGULHO;2° DOSE;519;;;;
PEDREIRA;1° DOSE;5123;;;;
PEDREIRA;2° DOSE;1697;;;;
PEDRINHAS PAULISTA;1° DOSE;399;;;;
PEDRINHAS PAULISTA;2° DOSE;125;;;;
PEDRO DE TOLEDO;1° DOSE;1111;;;;
PEDRO DE TOLEDO;2° DOSE;355;;;;
PENÁPOLIS;1° DOSE;8637;;;;
PENÁPOLIS;2° DOSE;2893;;;;
PEREIRA BARRETO;1° DOSE;3532;;;;
PEREIRA BARRETO;2° DOSE;1079;;;;
PEREIRAS;1° DOSE;882;;;;
PEREIRAS;2° DOSE;204;;;;
PERUÍBE;1° DOSE;8409;;;;
PERUÍBE;2° DOSE;1797;;;;
PIACATU;1° DOSE;710;;;;
PIACATU;2° DOSE;219;;;;
PIEDADE;1° DOSE;4028;;;;
PIEDADE;2° DOSE;464;;;;
PILAR DO SUL;1° DOSE;3145;;;;
PILAR DO SUL;2° DOSE;748;;;;
PINDAMONHANGABA;1° DOSE;14886;;;;
PINDAMONHANGABA;2° DOSE;4774;;;;
PINDORAMA;1° DOSE;2160;;;;
PINDORAMA;2° DOSE;755;;;;
PINHALZINHO;1° DOSE;1842;;;;
PINHALZINHO;2° DOSE;366;;;;
PIQUEROBI;1° DOSE;656;;;;
PIQUEROBI;2° DOSE;262;;;;
PIQUETE;1° DOSE;1062;;;;
PIQUETE;2° DOSE;272;;;;
PIRACAIA;1° DOSE;2937;;;;
PIRACAIA;2° DOSE;855;;;;
PIRACICABA;1° DOSE;44657;;;;
PIRACICABA;2° DOSE;15113;;;;
PIRAJU;1° DOSE;3917;;;;
PIRAJU;2° DOSE;1161;;;;
PIRAJUÍ;1° DOSE;2570;;;;
PIRAJUÍ;2° DOSE;865;;;;
PIRANGI;1° DOSE;1485;;;;
PIRANGI;2° DOSE;461;;;;
PIRAPORA DO BOM JESUS;1° DOSE;1197;;;;
PIRAPORA DO BOM JESUS;2° DOSE;522;;;;
PIRAPOZINHO;1° DOSE;2647;;;;
PIRAPOZINHO;2° DOSE;740;;;;
PIRASSUNUNGA;1° DOSE;10130;;;;
PIRASSUNUNGA;2° DOSE;3246;;;;
PIRATININGA;1° DOSE;1794;;;;
PIRATININGA;2° DOSE;681;;;;
PITANGUEIRAS;1° DOSE;2843;;;;
PITANGUEIRAS;2° DOSE;1096;;;;
PLANALTO;1° DOSE;472;;;;
PLANALTO;2° DOSE;161;;;;
PLATINA;1° DOSE;329;;;;
PLATINA;2° DOSE;105;;;;
POÁ;1° DOSE;6631;;;;
POÁ;2° DOSE;2919;;;;
POLONI;1° DOSE;909;;;;
POLONI;2° DOSE;303;;;;
POMPÉIA;1° DOSE;3079;;;;
POMPÉIA;2° DOSE;1046;;;;
PONGAÍ;1° DOSE;506;;;;
PONGAÍ;2° DOSE;176;;;;
PONTAL;1° DOSE;2736;;;;
PONTAL;2° DOSE;946;;;;
PONTALINDA;1° DOSE;389;;;;
PONTALINDA;2° DOSE;135;;;;
PONTES GESTAL;1° DOSE;317;;;;
PONTES GESTAL;2° DOSE;113;;;;
POPULINA;1° DOSE;694;;;;
POPULINA;2° DOSE;231;;;;
PORANGABA;1° DOSE;1326;;;;
PORANGABA;2° DOSE;279;;;;
PORTO FELIZ;1° DOSE;5164;;;;
PORTO FELIZ;2° DOSE;1295;;;;
PORTO FERREIRA;1° DOSE;6299;;;;
PORTO FERREIRA;2° DOSE;1748;;;;
POTIM;1° DOSE;1346;;;;
POTIM;2° DOSE;658;;;;
POTIRENDABA;1° DOSE;2209;;;;
POTIRENDABA;2° DOSE;732;;;;
PRACINHA;1° DOSE;218;;;;
PRACINHA;2° DOSE;97;;;;
PRADÓPOLIS;1° DOSE;1391;;;;
PRADÓPOLIS;2° DOSE;342;;;;
PRAIA GRANDE;1° DOSE;35318;;;;
PRAIA GRANDE;2° DOSE;10411;;;;
PRATÂNIA;1° DOSE;402;;;;
PRATÂNIA;2° DOSE;105;;;;
PRESIDENTE ALVES;1° DOSE;519;;;;
PRESIDENTE ALVES;2° DOSE;91;;;;
PRESIDENTE BERNARDES;1° DOSE;2477;;;;
PRESIDENTE BERNARDES;2° DOSE;758;;;;
PRESIDENTE EPITÁCIO;1° DOSE;4727;;;;
PRESIDENTE EPITÁCIO;2° DOSE;1319;;;;
PRESIDENTE PRUDENTE;1° DOSE;32228;;;;
PRESIDENTE PRUDENTE;2° DOSE;11946;;;;
PRESIDENTE VENCESLAU;1° DOSE;5997;;;;
PRESIDENTE VENCESLAU;2° DOSE;1985;;;;
PROMISSÃO;1° DOSE;4089;;;;
PROMISSÃO;2° DOSE;1346;;;;
QUADRA;1° DOSE;397;;;;
QUADRA;2° DOSE;90;;;;
QUATÁ;1° DOSE;1521;;;;
QUATÁ;2° DOSE;569;;;;
QUEIROZ;1° DOSE;339;;;;
QUEIROZ;2° DOSE;142;;;;
QUELUZ;1° DOSE;884;;;;
QUELUZ;2° DOSE;291;;;;
QUINTANA;1° DOSE;804;;;;
QUINTANA;2° DOSE;307;;;;
RAFARD;1° DOSE;786;;;;
RAFARD;2° DOSE;210;;;;
RANCHARIA;1° DOSE;3548;;;;
RANCHARIA;2° DOSE;1225;;;;
REDENÇÃO DA SERRA;1° DOSE;494;;;;
REDENÇÃO DA SERRA;2° DOSE;163;;;;
REGENTE FEIJÓ;1° DOSE;2249;;;;
REGENTE FEIJÓ;2° DOSE;624;;;;
REGINÓPOLIS;1° DOSE;832;;;;
REGINÓPOLIS;2° DOSE;259;;;;
REGISTRO;1° DOSE;6723;;;;
REGISTRO;2° DOSE;2553;;;;
RESTINGA;1° DOSE;608;;;;
RESTINGA;2° DOSE;192;;;;
RIBEIRA;1° DOSE;441;;;;
RIBEIRA;2° DOSE;157;;;;
RIBEIRÃO BONITO;1° DOSE;1570;;;;
RIBEIRÃO BONITO;2° DOSE;458;;;;
RIBEIRÃO BRANCO;1° DOSE;1346;;;;
RIBEIRÃO BRANCO;2° DOSE;319;;;;
RIBEIRÃO CORRENTE;1° DOSE;383;;;;
RIBEIRÃO CORRENTE;2° DOSE;113;;;;
RIBEIRÃO DO SUL;1° DOSE;627;;;;
RIBEIRÃO DO SUL;2° DOSE;142;;;;
RIBEIRÃO DOS ÍNDIOS;1° DOSE;471;;;;
RIBEIRÃO DOS ÍNDIOS;2° DOSE;227;;;;
RIBEIRÃO GRANDE;1° DOSE;754;;;;
RIBEIRÃO GRANDE;2° DOSE;205;;;;
RIBEIRÃO PIRES;1° DOSE;12583;;;;
RIBEIRÃO PIRES;2° DOSE;4814;;;;
RIBEIRÃO PRETO;1° DOSE;84127;;;;
RIBEIRÃO PRETO;2° DOSE;29830;;;;
RIFAINA;1° DOSE;421;;;;
RIFAINA;2° DOSE;94;;;;
RINCÃO;1° DOSE;1096;;;;
RINCÃO;2° DOSE;350;;;;
RINÓPOLIS;1° DOSE;1155;;;;
RINÓPOLIS;2° DOSE;432;;;;
RIO CLARO;1° DOSE;26470;;;;
RIO CLARO;2° DOSE;9767;;;;
RIO DAS PEDRAS;1° DOSE;2766;;;;
RIO DAS PEDRAS;2° DOSE;883;;;;
RIO GRANDE DA SERRA;1° DOSE;2727;;;;
RIO GRANDE DA SERRA;2° DOSE;1037;;;;
RIOLÂNDIA;1° DOSE;904;;;;
RIOLÂNDIA;2° DOSE;235;;;;
RIVERSUL;1° DOSE;750;;;;
RIVERSUL;2° DOSE;137;;;;
ROSANA;1° DOSE;2364;;;;
ROSANA;2° DOSE;715;;;;
ROSEIRA;1° DOSE;1007;;;;
ROSEIRA;2° DOSE;339;;;;
RUBIÁCEA;1° DOSE;322;;;;
RUBIÁCEA;2° DOSE;123;;;;
RUBINÉIA;1° DOSE;442;;;;
RUBINÉIA;2° DOSE;159;;;;
SABINO;1° DOSE;814;;;;
SABINO;2° DOSE;99;;;;
SAGRES;1° DOSE;225;;;;
SAGRES;2° DOSE;66;;;;
SALES;1° DOSE;808;;;;
SALES;2° DOSE;256;;;;
SALES OLIVEIRA;1° DOSE;1405;;;;
SALES OLIVEIRA;2° DOSE;490;;;;
SALESÓPOLIS;1° DOSE;1737;;;;
SALESÓPOLIS;2° DOSE;457;;;;
SALMOURÃO;1° DOSE;601;;;;
SALMOURÃO;2° DOSE;198;;;;
SALTINHO;1° DOSE;954;;;;
SALTINHO;2° DOSE;285;;;;
SALTO;1° DOSE;11177;;;;
SALTO;2° DOSE;3349;;;;
SALTO DE PIRAPORA;1° DOSE;4340;;;;
SALTO DE PIRAPORA;2° DOSE;1404;;;;
SALTO GRANDE;1° DOSE;914;;;;
SALTO GRANDE;2° DOSE;119;;;;
SANDOVALINA;1° DOSE;343;;;;
SANDOVALINA;2° DOSE;96;;;;
SANTA ADÉLIA;1° DOSE;1913;;;;
SANTA ADÉLIA;2° DOSE;719;;;;
SANTA ALBERTINA;1° DOSE;958;;;;
SANTA ALBERTINA;2° DOSE;292;;;;
SANTA BÁRBARA D'OESTE;1° DOSE;15823;;;;
SANTA BÁRBARA D'OESTE;2° DOSE;4955;;;;
SANTA BRANCA;1° DOSE;1604;;;;
SANTA BRANCA;2° DOSE;471;;;;
SANTA CLARA D'OESTE;1° DOSE;314;;;;
SANTA CLARA D'OESTE;2° DOSE;112;;;;
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;766;;;;
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;268;;;;
SANTA CRUZ DA ESPERANÇA;1° DOSE;303;;;;
SANTA CRUZ DA ESPERANÇA;2° DOSE;88;;;;
SANTA CRUZ DAS PALMEIRAS;1° DOSE;3164;;;;
SANTA CRUZ DAS PALMEIRAS;2° DOSE;1084;;;;
SANTA CRUZ DO RIO PARDO;1° DOSE;5757;;;;
SANTA CRUZ DO RIO PARDO;2° DOSE;1931;;;;
SANTA ERNESTINA;1° DOSE;481;;;;
SANTA ERNESTINA;2° DOSE;124;;;;
SANTA FÉ DO SUL;1° DOSE;5525;;;;
SANTA FÉ DO SUL;2° DOSE;2053;;;;
SANTA GERTRUDES;1° DOSE;1891;;;;
SANTA GERTRUDES;2° DOSE;555;;;;
SANTA ISABEL;1° DOSE;5214;;;;
SANTA ISABEL;2° DOSE;1385;;;;
SANTA LÚCIA;1° DOSE;690;;;;
SANTA LÚCIA;2° DOSE;201;;;;
SANTA MARIA DA SERRA;1° DOSE;720;;;;
SANTA MARIA DA SERRA;2° DOSE;160;;;;
SANTA MERCEDES;1° DOSE;418;;;;
SANTA MERCEDES;2° DOSE;141;;;;
SANTA RITA DO PASSA QUATRO;1° DOSE;4638;;;;
SANTA RITA DO PASSA QUATRO;2° DOSE;1585;;;;
SANTA RITA D'OESTE;1° DOSE;482;;;;
SANTA RITA D'OESTE;2° DOSE;151;;;;
SANTA ROSA DE VITERBO;1° DOSE;2729;;;;
SANTA ROSA DE VITERBO;2° DOSE;719;;;;
SANTA SALETE;1° DOSE;325;;;;
SANTA SALETE;2° DOSE;107;;;;
SANTANA DA PONTE PENSA;1° DOSE;296;;;;
SANTANA DA PONTE PENSA;2° DOSE;46;;;;
SANTANA DE PARNAÍBA;1° DOSE;9554;;;;
SANTANA DE PARNAÍBA;2° DOSE;2524;;;;
SANTO ANASTÁCIO;1° DOSE;2866;;;;
SANTO ANASTÁCIO;2° DOSE;859;;;;
SANTO ANDRÉ;1° DOSE;94602;;;;
SANTO ANDRÉ;2° DOSE;29726;;;;
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;945;;;;
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;311;;;;
SANTO ANTÔNIO DE POSSE;1° DOSE;2080;;;;
SANTO ANTÔNIO DE POSSE;2° DOSE;689;;;;
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;933;;;;
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;286;;;;
SANTO ANTÔNIO DO JARDIM;1° DOSE;877;;;;
SANTO ANTÔNIO DO JARDIM;2° DOSE;235;;;;
SANTO ANTÔNIO DO PINHAL;1° DOSE;755;;;;
SANTO ANTÔNIO DO PINHAL;2° DOSE;288;;;;
SANTO EXPEDITO;1° DOSE;497;;;;
SANTO EXPEDITO;2° DOSE;145;;;;
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;473;;;;
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;152;;;;
SANTOS;1° DOSE;81237;;;;
SANTOS;2° DOSE;30448;;;;
SÃO BENTO DO SAPUCAÍ;1° DOSE;1303;;;;
SÃO BENTO DO SAPUCAÍ;2° DOSE;436;;;;
SÃO BERNARDO DO CAMPO;1° DOSE;89255;;;;
SÃO BERNARDO DO CAMPO;2° DOSE;35257;;;;
SÃO CAETANO DO SUL;1° DOSE;32644;;;;
SÃO CAETANO DO SUL;2° DOSE;11675;;;;
SÃO CARLOS;1° DOSE;31632;;;;
SÃO CARLOS;2° DOSE;10635;;;;
SÃO FRANCISCO;1° DOSE;465;;;;
SÃO FRANCISCO;2° DOSE;135;;;;
SÃO JOÃO DA BOA VISTA;1° DOSE;14329;;;;
SÃO JOÃO DA BOA VISTA;2° DOSE;5391;;;;
SÃO JOÃO DAS DUAS PONTES;1° DOSE;305;;;;
SÃO JOÃO DAS DUAS PONTES;2° DOSE;103;;;;
SÃO JOÃO DE IRACEMA;1° DOSE;294;;;;
SÃO JOÃO DE IRACEMA;2° DOSE;92;;;;
SÃO JOÃO DO PAU D'ALHO;1° DOSE;410;;;;
SÃO JOÃO DO PAU D'ALHO;2° DOSE;102;;;;
SÃO JOAQUIM DA BARRA;1° DOSE;5535;;;;
SÃO JOAQUIM DA BARRA;2° DOSE;2119;;;;
SÃO JOSÉ DA BELA VISTA;1° DOSE;531;;;;
SÃO JOSÉ DA BELA VISTA;2° DOSE;204;;;;
SÃO JOSÉ DO BARREIRO;1° DOSE;457;;;;
SÃO JOSÉ DO BARREIRO;2° DOSE;127;;;;
SÃO JOSÉ DO RIO PARDO;1° DOSE;7081;;;;
SÃO JOSÉ DO RIO PARDO;2° DOSE;1914;;;;
SÃO JOSÉ DO RIO PRETO;1° DOSE;65737;;;;
SÃO JOSÉ DO RIO PRETO;2° DOSE;24939;;;;
SÃO JOSÉ DOS CAMPOS;1° DOSE;74325;;;;
SÃO JOSÉ DOS CAMPOS;2° DOSE;27658;;;;
SÃO LOURENÇO DA SERRA;1° DOSE;1338;;;;
SÃO LOURENÇO DA SERRA;2° DOSE;308;;;;
SÃO LUIZ DO PARAITINGA;1° DOSE;1407;;;;
SÃO LUIZ DO PARAITINGA;2° DOSE;449;;;;
SÃO MANUEL;1° DOSE;4339;;;;
SÃO MANUEL;2° DOSE;1016;;;;
SÃO MIGUEL ARCANJO;1° DOSE;3030;;;;
SÃO MIGUEL ARCANJO;2° DOSE;995;;;;
SÃO PAULO;1° DOSE;1382731;;;;
SÃO PAULO;2° DOSE;479313;;;;
SÃO PEDRO;1° DOSE;4105;;;;
SÃO PEDRO;2° DOSE;955;;;;
SÃO PEDRO DO TURVO;1° DOSE;948;;;;
SÃO PEDRO DO TURVO;2° DOSE;222;;;;
SÃO ROQUE;1° DOSE;8439;;;;
SÃO ROQUE;2° DOSE;2623;;;;
SÃO SEBASTIÃO;1° DOSE;6405;;;;
SÃO SEBASTIÃO;2° DOSE;2319;;;;
SÃO SEBASTIÃO DA GRAMA;1° DOSE;1345;;;;
SÃO SEBASTIÃO DA GRAMA;2° DOSE;406;;;;
SÃO SIMÃO;1° DOSE;1623;;;;
SÃO SIMÃO;2° DOSE;497;;;;
SÃO VICENTE;1° DOSE;33744;;;;
SÃO VICENTE;2° DOSE;10626;;;;
SARAPUÍ;1° DOSE;1062;;;;
SARAPUÍ;2° DOSE;200;;;;
SARUTAIÁ;1° DOSE;484;;;;
SARUTAIÁ;2° DOSE;192;;;;
SEBASTIANÓPOLIS DO SUL;1° DOSE;474;;;;
SEBASTIANÓPOLIS DO SUL;2° DOSE;153;;;;
SERRA AZUL;1° DOSE;969;;;;
SERRA AZUL;2° DOSE;473;;;;
SERRA NEGRA;1° DOSE;4168;;;;
SERRA NEGRA;2° DOSE;1184;;;;
SERRANA;1° DOSE;28101;;;;
SERRANA;2° DOSE;14999;;;;
SERTÃOZINHO;1° DOSE;10536;;;;
SERTÃOZINHO;2° DOSE;3899;;;;
SETE BARRAS;1° DOSE;1293;;;;
SETE BARRAS;2° DOSE;405;;;;
SEVERÍNIA;1° DOSE;1224;;;;
SEVERÍNIA;2° DOSE;436;;;;
SILVEIRAS;1° DOSE;759;;;;
SILVEIRAS;2° DOSE;287;;;;
SOCORRO;1° DOSE;5598;;;;
SOCORRO;2° DOSE;1195;;;;
SOROCABA;1° DOSE;62942;;;;
SOROCABA;2° DOSE;20410;;;;
SUD MENNUCCI;1° DOSE;990;;;;
SUD MENNUCCI;2° DOSE;342;;;;
SUMARÉ;1° DOSE;22175;;;;
SUMARÉ;2° DOSE;6564;;;;
SUZANÁPOLIS;1° DOSE;418;;;;
