Ds Município;Dose;Contagem de Id Vacinacao;;;;
LAVÍNIA;2° DOSE;220;;;;
LAVRINHAS;1° DOSE;503;;;;
LAVRINHAS;2° DOSE;154;;;;
LEME;1° DOSE;10478;;;;
LEME;2° DOSE;3533;;;;
LENÇÓIS PAULISTA;1° DOSE;6677;;;;
LENÇÓIS PAULISTA;2° DOSE;2096;;;;
LIMEIRA;1° DOSE;27370;;;;
LIMEIRA;2° DOSE;7048;;;;
LINDÓIA;1° DOSE;951;;;;
LINDÓIA;2° DOSE;287;;;;
LINS;1° DOSE;10864;;;;
LINS;2° DOSE;3946;;;;
LORENA;1° DOSE;9193;;;;
LORENA;2° DOSE;3014;;;;
LOURDES;1° DOSE;369;;;;
LOURDES;2° DOSE;113;;;;
LOUVEIRA;1° DOSE;3246;;;;
LOUVEIRA;2° DOSE;1061;;;;
LUCÉLIA;1° DOSE;2643;;;;
LUCÉLIA;2° DOSE;1119;;;;
LUCIANÓPOLIS;1° DOSE;355;;;;
LUCIANÓPOLIS;2° DOSE;75;;;;
LUÍS ANTÔNIO;1° DOSE;958;;;;
LUÍS ANTÔNIO;2° DOSE;309;;;;
LUIZIÂNIA;1° DOSE;562;;;;
LUIZIÂNIA;2° DOSE;166;;;;
LUPÉRCIO;1° DOSE;482;;;;
LUPÉRCIO;2° DOSE;166;;;;
LUTÉCIA;1° DOSE;445;;;;
LUTÉCIA;2° DOSE;148;;;;
MACATUBA;1° DOSE;1726;;;;
MACATUBA;2° DOSE;651;;;;
MACAUBAL;1° DOSE;1223;;;;
MACAUBAL;2° DOSE;435;;;;
MACEDÔNIA;1° DOSE;492;;;;
MACEDÔNIA;2° DOSE;176;;;;
MAGDA;1° DOSE;532;;;;
MAGDA;2° DOSE;178;;;;
MAIRINQUE;1° DOSE;4560;;;;
MAIRINQUE;2° DOSE;1148;;;;
MAIRIPORÃ;1° DOSE;7487;;;;
MAIRIPORÃ;2° DOSE;2237;;;;
MANDURI;1° DOSE;1188;;;;
MANDURI;2° DOSE;374;;;;
MARABÁ PAULISTA;1° DOSE;386;;;;
MARABÁ PAULISTA;2° DOSE;83;;;;
MARACAÍ;1° DOSE;1584;;;;
MARACAÍ;2° DOSE;542;;;;
MARAPOAMA;1° DOSE;452;;;;
MARAPOAMA;2° DOSE;177;;;;
MARIÁPOLIS;1° DOSE;430;;;;
MARIÁPOLIS;2° DOSE;167;;;;
MARÍLIA;1° DOSE;30945;;;;
MARÍLIA;2° DOSE;11427;;;;
MARINÓPOLIS;1° DOSE;336;;;;
MARINÓPOLIS;2° DOSE;105;;;;
MARTINÓPOLIS;1° DOSE;3123;;;;
MARTINÓPOLIS;2° DOSE;991;;;;
MATÃO;1° DOSE;8957;;;;
MATÃO;2° DOSE;2645;;;;
MAUÁ;1° DOSE;32778;;;;
MAUÁ;2° DOSE;13436;;;;
MENDONÇA;1° DOSE;759;;;;
MENDONÇA;2° DOSE;324;;;;
MERIDIANO;1° DOSE;536;;;;
MERIDIANO;2° DOSE;186;;;;
MESÓPOLIS;1° DOSE;340;;;;
MESÓPOLIS;2° DOSE;132;;;;
MIGUELÓPOLIS;1° DOSE;2366;;;;
MIGUELÓPOLIS;2° DOSE;714;;;;
MINEIROS DO TIETÊ;1° DOSE;1314;;;;
MINEIROS DO TIETÊ;2° DOSE;341;;;;
MIRA ESTRELA;1° DOSE;443;;;;
MIRA ESTRELA;2° DOSE;154;;;;
MIRACATU;1° DOSE;1951;;;;
MIRACATU;2° DOSE;646;;;;
MIRANDÓPOLIS;1° DOSE;3875;;;;
MIRANDÓPOLIS;2° DOSE;1571;;;;
MIRANTE DO PARANAPANEMA;1° DOSE;2253;;;;
MIRANTE DO PARANAPANEMA;2° DOSE;652;;;;
MIRASSOL;1° DOSE;6792;;;;
MIRASSOL;2° DOSE;2048;;;;
MIRASSOLÂNDIA;1° DOSE;639;;;;
MIRASSOLÂNDIA;2° DOSE;268;;;;
MOCOCA;1° DOSE;9361;;;;
MOCOCA;2° DOSE;2699;;;;
MOGI DAS CRUZES;1° DOSE;42424;;;;
MOGI DAS CRUZES;2° DOSE;13478;;;;
MOGI GUAÇU;1° DOSE;15884;;;;
MOGI GUAÇU;2° DOSE;4739;;;;
MOGI MIRIM;1° DOSE;11800;;;;
MOGI MIRIM;2° DOSE;4063;;;;
MOMBUCA;1° DOSE;381;;;;
MOMBUCA;2° DOSE;180;;;;
MONÇÕES;1° DOSE;398;;;;
MONÇÕES;2° DOSE;141;;;;
MONGAGUÁ;1° DOSE;6649;;;;
MONGAGUÁ;2° DOSE;1322;;;;
MONTE ALEGRE DO SUL;1° DOSE;1148;;;;
MONTE ALEGRE DO SUL;2° DOSE;318;;;;
MONTE ALTO;1° DOSE;6353;;;;
MONTE ALTO;2° DOSE;2233;;;;
MONTE APRAZÍVEL;1° DOSE;3235;;;;
MONTE APRAZÍVEL;2° DOSE;1071;;;;
MONTE AZUL PAULISTA;1° DOSE;2311;;;;
MONTE AZUL PAULISTA;2° DOSE;708;;;;
MONTE CASTELO;1° DOSE;646;;;;
MONTE CASTELO;2° DOSE;151;;;;
MONTE MOR;1° DOSE;4719;;;;
MONTE MOR;2° DOSE;1287;;;;
MONTEIRO LOBATO;1° DOSE;529;;;;
MONTEIRO LOBATO;2° DOSE;210;;;;
MORRO AGUDO;1° DOSE;2881;;;;
MORRO AGUDO;2° DOSE;1012;;;;
MORUNGABA;1° DOSE;1462;;;;
MORUNGABA;2° DOSE;457;;;;
MOTUCA;1° DOSE;450;;;;
MOTUCA;2° DOSE;162;;;;
MURUTINGA DO SUL;1° DOSE;668;;;;
MURUTINGA DO SUL;2° DOSE;230;;;;
NANTES;1° DOSE;290;;;;
NANTES;2° DOSE;110;;;;
NARANDIBA;1° DOSE;517;;;;
NARANDIBA;2° DOSE;156;;;;
NATIVIDADE DA SERRA;1° DOSE;895;;;;
NATIVIDADE DA SERRA;2° DOSE;355;;;;
NAZARÉ PAULISTA;1° DOSE;1938;;;;
NAZARÉ PAULISTA;2° DOSE;571;;;;
NEVES PAULISTA;1° DOSE;1620;;;;
NEVES PAULISTA;2° DOSE;624;;;;
NHANDEARA;1° DOSE;1869;;;;
NHANDEARA;2° DOSE;604;;;;
NIPOÃ;1° DOSE;448;;;;
NIPOÃ;2° DOSE;133;;;;
NOVA ALIANÇA;1° DOSE;876;;;;
NOVA ALIANÇA;2° DOSE;358;;;;
NOVA CAMPINA;1° DOSE;666;;;;
NOVA CAMPINA;2° DOSE;208;;;;
NOVA CANAÃ PAULISTA;1° DOSE;361;;;;
NOVA CANAÃ PAULISTA;2° DOSE;131;;;;
NOVA CASTILHO;1° DOSE;140;;;;
NOVA CASTILHO;2° DOSE;67;;;;
NOVA EUROPA;1° DOSE;1016;;;;
NOVA EUROPA;2° DOSE;274;;;;
NOVA GRANADA;1° DOSE;2422;;;;
NOVA GRANADA;2° DOSE;914;;;;
NOVA GUATAPORANGA;1° DOSE;349;;;;
NOVA GUATAPORANGA;2° DOSE;99;;;;
NOVA INDEPENDÊNCIA;1° DOSE;341;;;;
NOVA INDEPENDÊNCIA;2° DOSE;115;;;;
NOVA LUZITÂNIA;1° DOSE;391;;;;
NOVA LUZITÂNIA;2° DOSE;117;;;;
NOVA ODESSA;1° DOSE;4771;;;;
NOVA ODESSA;2° DOSE;1029;;;;
NOVAIS;1° DOSE;434;;;;
NOVAIS;2° DOSE;119;;;;
NOVO HORIZONTE;1° DOSE;5163;;;;
NOVO HORIZONTE;2° DOSE;1906;;;;
NUPORANGA;1° DOSE;967;;;;
NUPORANGA;2° DOSE;280;;;;
OCAUÇU;1° DOSE;527;;;;
OCAUÇU;2° DOSE;191;;;;
ÓLEO;1° DOSE;325;;;;
ÓLEO;2° DOSE;131;;;;
OLÍMPIA;1° DOSE;6846;;;;
OLÍMPIA;2° DOSE;2391;;;;
ONDA VERDE;1° DOSE;514;;;;
ONDA VERDE;2° DOSE;174;;;;
ORIENTE;1° DOSE;999;;;;
ORIENTE;2° DOSE;265;;;;
ORINDIÚVA;1° DOSE;486;;;;
ORINDIÚVA;2° DOSE;259;;;;
ORLÂNDIA;1° DOSE;2372;;;;
ORLÂNDIA;2° DOSE;1089;;;;
OSASCO;1° DOSE;60268;;;;
OSASCO;2° DOSE;16593;;;;
OSCAR BRESSANE;1° DOSE;493;;;;
OSCAR BRESSANE;2° DOSE;142;;;;
OSVALDO CRUZ;1° DOSE;4795;;;;
OSVALDO CRUZ;2° DOSE;2001;;;;
OURINHOS;1° DOSE;14409;;;;
OURINHOS;2° DOSE;4792;;;;
OURO VERDE;1° DOSE;1127;;;;
OURO VERDE;2° DOSE;460;;;;
OUROESTE;1° DOSE;1307;;;;
OUROESTE;2° DOSE;594;;;;
PACAEMBU;1° DOSE;1738;;;;
PACAEMBU;2° DOSE;562;;;;
PALESTINA;1° DOSE;1796;;;;
PALESTINA;2° DOSE;428;;;;
PALMARES PAULISTA;1° DOSE;732;;;;
PALMARES PAULISTA;2° DOSE;279;;;;
PALMEIRA D'OESTE;1° DOSE;1561;;;;
PALMEIRA D'OESTE;2° DOSE;666;;;;
PALMITAL;1° DOSE;3225;;;;
PALMITAL;2° DOSE;1128;;;;
PANORAMA;1° DOSE;1621;;;;
PANORAMA;2° DOSE;499;;;;
PARAGUAÇU PAULISTA;1° DOSE;4517;;;;
PARAGUAÇU PAULISTA;2° DOSE;1408;;;;
PARAIBUNA;1° DOSE;1940;;;;
PARAIBUNA;2° DOSE;456;;;;
PARAÍSO;1° DOSE;840;;;;
PARAÍSO;2° DOSE;331;;;;
PARANAPANEMA;1° DOSE;1740;;;;
PARANAPANEMA;2° DOSE;541;;;;
PARANAPUÃ;1° DOSE;531;;;;
PARANAPUÃ;2° DOSE;182;;;;
PARAPUÃ;1° DOSE;1618;;;;
PARAPUÃ;2° DOSE;575;;;;
PARDINHO;1° DOSE;740;;;;
PARDINHO;2° DOSE;256;;;;
PARIQUERA-AÇU;1° DOSE;2989;;;;
PARIQUERA-AÇU;2° DOSE;1359;;;;
PARISI;1° DOSE;376;;;;
PARISI;2° DOSE;170;;;;
PATROCÍNIO PAULISTA;1° DOSE;1576;;;;
PATROCÍNIO PAULISTA;2° DOSE;543;;;;
PAULICÉIA;1° DOSE;644;;;;
PAULICÉIA;2° DOSE;154;;;;
PAULÍNIA;1° DOSE;8833;;;;
PAULÍNIA;2° DOSE;2567;;;;
PAULISTÂNIA;1° DOSE;241;;;;
PAULISTÂNIA;2° DOSE;85;;;;
PAULO DE FARIA;1° DOSE;1206;;;;
PAULO DE FARIA;2° DOSE;447;;;;
PEDERNEIRAS;1° DOSE;4366;;;;
PEDERNEIRAS;2° DOSE;1356;;;;
PEDRA BELA;1° DOSE;775;;;;
PEDRA BELA;2° DOSE;183;;;;
PEDRANÓPOLIS;1° DOSE;420;;;;
PEDRANÓPOLIS;2° DOSE;169;;;;
PEDREGULHO;1° DOSE;1697;;;;
PEDREGULHO;2° DOSE;541;;;;
PEDREIRA;1° DOSE;5130;;;;
PEDREIRA;2° DOSE;1705;;;;
PEDRINHAS PAULISTA;1° DOSE;416;;;;
PEDRINHAS PAULISTA;2° DOSE;160;;;;
PEDRO DE TOLEDO;1° DOSE;1143;;;;
PEDRO DE TOLEDO;2° DOSE;406;;;;
PENÁPOLIS;1° DOSE;8733;;;;
PENÁPOLIS;2° DOSE;3003;;;;
PEREIRA BARRETO;1° DOSE;3532;;;;
PEREIRA BARRETO;2° DOSE;1081;;;;
PEREIRAS;1° DOSE;951;;;;
PEREIRAS;2° DOSE;228;;;;
PERUÍBE;1° DOSE;8627;;;;
PERUÍBE;2° DOSE;2012;;;;
PIACATU;1° DOSE;767;;;;
PIACATU;2° DOSE;279;;;;
PIEDADE;1° DOSE;4228;;;;
PIEDADE;2° DOSE;484;;;;
PILAR DO SUL;1° DOSE;3319;;;;
PILAR DO SUL;2° DOSE;854;;;;
PINDAMONHANGABA;1° DOSE;14886;;;;
PINDAMONHANGABA;2° DOSE;4774;;;;
PINDORAMA;1° DOSE;2214;;;;
PINDORAMA;2° DOSE;816;;;;
PINHALZINHO;1° DOSE;1852;;;;
PINHALZINHO;2° DOSE;574;;;;
PIQUEROBI;1° DOSE;670;;;;
PIQUEROBI;2° DOSE;326;;;;
PIQUETE;1° DOSE;1152;;;;
PIQUETE;2° DOSE;281;;;;
PIRACAIA;1° DOSE;3115;;;;
PIRACAIA;2° DOSE;891;;;;
PIRACICABA;1° DOSE;45932;;;;
PIRACICABA;2° DOSE;15888;;;;
PIRAJU;1° DOSE;4177;;;;
PIRAJU;2° DOSE;1162;;;;
PIRAJUÍ;1° DOSE;2638;;;;
PIRAJUÍ;2° DOSE;883;;;;
PIRANGI;1° DOSE;1496;;;;
PIRANGI;2° DOSE;496;;;;
PIRAPORA DO BOM JESUS;1° DOSE;1202;;;;
PIRAPORA DO BOM JESUS;2° DOSE;523;;;;
PIRAPOZINHO;1° DOSE;2669;;;;
PIRAPOZINHO;2° DOSE;820;;;;
PIRASSUNUNGA;1° DOSE;10302;;;;
PIRASSUNUNGA;2° DOSE;3951;;;;
PIRATININGA;1° DOSE;1887;;;;
PIRATININGA;2° DOSE;698;;;;
PITANGUEIRAS;1° DOSE;2931;;;;
PITANGUEIRAS;2° DOSE;1151;;;;
PLANALTO;1° DOSE;496;;;;
PLANALTO;2° DOSE;175;;;;
PLATINA;1° DOSE;346;;;;
PLATINA;2° DOSE;123;;;;
POÁ;1° DOSE;7276;;;;
POÁ;2° DOSE;3096;;;;
POLONI;1° DOSE;921;;;;
POLONI;2° DOSE;392;;;;
POMPÉIA;1° DOSE;3162;;;;
POMPÉIA;2° DOSE;1125;;;;
PONGAÍ;1° DOSE;522;;;;
PONGAÍ;2° DOSE;189;;;;
PONTAL;1° DOSE;2840;;;;
PONTAL;2° DOSE;961;;;;
PONTALINDA;1° DOSE;411;;;;
PONTALINDA;2° DOSE;153;;;;
PONTES GESTAL;1° DOSE;317;;;;
PONTES GESTAL;2° DOSE;113;;;;
POPULINA;1° DOSE;721;;;;
POPULINA;2° DOSE;253;;;;
PORANGABA;1° DOSE;1326;;;;
PORANGABA;2° DOSE;375;;;;
PORTO FELIZ;1° DOSE;5166;;;;
PORTO FELIZ;2° DOSE;1299;;;;
PORTO FERREIRA;1° DOSE;6433;;;;
PORTO FERREIRA;2° DOSE;1932;;;;
POTIM;1° DOSE;1401;;;;
POTIM;2° DOSE;658;;;;
POTIRENDABA;1° DOSE;2229;;;;
POTIRENDABA;2° DOSE;752;;;;
PRACINHA;1° DOSE;219;;;;
PRACINHA;2° DOSE;106;;;;
PRADÓPOLIS;1° DOSE;1486;;;;
PRADÓPOLIS;2° DOSE;422;;;;
PRAIA GRANDE;1° DOSE;36134;;;;
PRAIA GRANDE;2° DOSE;12300;;;;
PRATÂNIA;1° DOSE;402;;;;
PRATÂNIA;2° DOSE;132;;;;
PRESIDENTE ALVES;1° DOSE;522;;;;
PRESIDENTE ALVES;2° DOSE;103;;;;
PRESIDENTE BERNARDES;1° DOSE;2532;;;;
PRESIDENTE BERNARDES;2° DOSE;853;;;;
PRESIDENTE EPITÁCIO;1° DOSE;4734;;;;
PRESIDENTE EPITÁCIO;2° DOSE;1428;;;;
PRESIDENTE PRUDENTE;1° DOSE;32661;;;;
PRESIDENTE PRUDENTE;2° DOSE;12369;;;;
PRESIDENTE VENCESLAU;1° DOSE;6063;;;;
PRESIDENTE VENCESLAU;2° DOSE;2034;;;;
PROMISSÃO;1° DOSE;4329;;;;
PROMISSÃO;2° DOSE;1362;;;;
QUADRA;1° DOSE;421;;;;
QUADRA;2° DOSE;107;;;;
QUATÁ;1° DOSE;1550;;;;
QUATÁ;2° DOSE;576;;;;
QUEIROZ;1° DOSE;339;;;;
QUEIROZ;2° DOSE;161;;;;
QUELUZ;1° DOSE;991;;;;
QUELUZ;2° DOSE;319;;;;
QUINTANA;1° DOSE;814;;;;
QUINTANA;2° DOSE;340;;;;
RAFARD;1° DOSE;912;;;;
RAFARD;2° DOSE;218;;;;
RANCHARIA;1° DOSE;3739;;;;
RANCHARIA;2° DOSE;1268;;;;
REDENÇÃO DA SERRA;1° DOSE;495;;;;
REDENÇÃO DA SERRA;2° DOSE;163;;;;
REGENTE FEIJÓ;1° DOSE;2355;;;;
REGENTE FEIJÓ;2° DOSE;634;;;;
REGINÓPOLIS;1° DOSE;865;;;;
REGINÓPOLIS;2° DOSE;281;;;;
REGISTRO;1° DOSE;6879;;;;
REGISTRO;2° DOSE;2740;;;;
RESTINGA;1° DOSE;609;;;;
RESTINGA;2° DOSE;193;;;;
RIBEIRA;1° DOSE;441;;;;
RIBEIRA;2° DOSE;157;;;;
RIBEIRÃO BONITO;1° DOSE;1577;;;;
RIBEIRÃO BONITO;2° DOSE;460;;;;
RIBEIRÃO BRANCO;1° DOSE;1394;;;;
RIBEIRÃO BRANCO;2° DOSE;331;;;;
RIBEIRÃO CORRENTE;1° DOSE;383;;;;
RIBEIRÃO CORRENTE;2° DOSE;113;;;;
RIBEIRÃO DO SUL;1° DOSE;650;;;;
RIBEIRÃO DO SUL;2° DOSE;142;;;;
RIBEIRÃO DOS ÍNDIOS;1° DOSE;471;;;;
RIBEIRÃO DOS ÍNDIOS;2° DOSE;227;;;;
RIBEIRÃO GRANDE;1° DOSE;767;;;;
RIBEIRÃO GRANDE;2° DOSE;315;;;;
RIBEIRÃO PIRES;1° DOSE;12620;;;;
RIBEIRÃO PIRES;2° DOSE;4894;;;;
RIBEIRÃO PRETO;1° DOSE;84214;;;;
RIBEIRÃO PRETO;2° DOSE;29867;;;;
RIFAINA;1° DOSE;432;;;;
RIFAINA;2° DOSE;95;;;;
RINCÃO;1° DOSE;1147;;;;
RINCÃO;2° DOSE;350;;;;
RINÓPOLIS;1° DOSE;1331;;;;
RINÓPOLIS;2° DOSE;436;;;;
RIO CLARO;1° DOSE;26622;;;;
RIO CLARO;2° DOSE;10019;;;;
RIO DAS PEDRAS;1° DOSE;2849;;;;
RIO DAS PEDRAS;2° DOSE;987;;;;
RIO GRANDE DA SERRA;1° DOSE;2821;;;;
RIO GRANDE DA SERRA;2° DOSE;1184;;;;
RIOLÂNDIA;1° DOSE;925;;;;
RIOLÂNDIA;2° DOSE;255;;;;
RIVERSUL;1° DOSE;750;;;;
RIVERSUL;2° DOSE;137;;;;
ROSANA;1° DOSE;2379;;;;
ROSANA;2° DOSE;791;;;;
ROSEIRA;1° DOSE;1007;;;;
ROSEIRA;2° DOSE;340;;;;
RUBIÁCEA;1° DOSE;322;;;;
RUBIÁCEA;2° DOSE;128;;;;
RUBINÉIA;1° DOSE;455;;;;
RUBINÉIA;2° DOSE;184;;;;
SABINO;1° DOSE;883;;;;
SABINO;2° DOSE;140;;;;
SAGRES;1° DOSE;225;;;;
SAGRES;2° DOSE;66;;;;
SALES;1° DOSE;844;;;;
SALES;2° DOSE;287;;;;
SALES OLIVEIRA;1° DOSE;1412;;;;
SALES OLIVEIRA;2° DOSE;493;;;;
SALESÓPOLIS;1° DOSE;1769;;;;
SALESÓPOLIS;2° DOSE;491;;;;
SALMOURÃO;1° DOSE;632;;;;
SALMOURÃO;2° DOSE;207;;;;
SALTINHO;1° DOSE;954;;;;
SALTINHO;2° DOSE;285;;;;
SALTO;1° DOSE;11603;;;;
SALTO;2° DOSE;3549;;;;
SALTO DE PIRAPORA;1° DOSE;4340;;;;
SALTO DE PIRAPORA;2° DOSE;1404;;;;
SALTO GRANDE;1° DOSE;959;;;;
SALTO GRANDE;2° DOSE;119;;;;
SANDOVALINA;1° DOSE;349;;;;
SANDOVALINA;2° DOSE;96;;;;
SANTA ADÉLIA;1° DOSE;2049;;;;
SANTA ADÉLIA;2° DOSE;731;;;;
SANTA ALBERTINA;1° DOSE;1014;;;;
SANTA ALBERTINA;2° DOSE;327;;;;
SANTA BÁRBARA D'OESTE;1° DOSE;16349;;;;
SANTA BÁRBARA D'OESTE;2° DOSE;5292;;;;
SANTA BRANCA;1° DOSE;1679;;;;
SANTA BRANCA;2° DOSE;489;;;;
SANTA CLARA D'OESTE;1° DOSE;314;;;;
SANTA CLARA D'OESTE;2° DOSE;112;;;;
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;778;;;;
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;338;;;;
SANTA CRUZ DA ESPERANÇA;1° DOSE;303;;;;
SANTA CRUZ DA ESPERANÇA;2° DOSE;117;;;;
SANTA CRUZ DAS PALMEIRAS;1° DOSE;3202;;;;
SANTA CRUZ DAS PALMEIRAS;2° DOSE;1095;;;;
SANTA CRUZ DO RIO PARDO;1° DOSE;5969;;;;
SANTA CRUZ DO RIO PARDO;2° DOSE;2098;;;;
SANTA ERNESTINA;1° DOSE;488;;;;
SANTA ERNESTINA;2° DOSE;155;;;;
SANTA FÉ DO SUL;1° DOSE;5717;;;;
SANTA FÉ DO SUL;2° DOSE;2288;;;;
SANTA GERTRUDES;1° DOSE;1891;;;;
SANTA GERTRUDES;2° DOSE;555;;;;
SANTA ISABEL;1° DOSE;5297;;;;
SANTA ISABEL;2° DOSE;1421;;;;
SANTA LÚCIA;1° DOSE;700;;;;
SANTA LÚCIA;2° DOSE;210;;;;
SANTA MARIA DA SERRA;1° DOSE;751;;;;
SANTA MARIA DA SERRA;2° DOSE;161;;;;
SANTA MERCEDES;1° DOSE;427;;;;
SANTA MERCEDES;2° DOSE;142;;;;
SANTA RITA DO PASSA QUATRO;1° DOSE;4773;;;;
SANTA RITA DO PASSA QUATRO;2° DOSE;1882;;;;
SANTA RITA D'OESTE;1° DOSE;482;;;;
SANTA RITA D'OESTE;2° DOSE;151;;;;
SANTA ROSA DE VITERBO;1° DOSE;2826;;;;
SANTA ROSA DE VITERBO;2° DOSE;726;;;;
SANTA SALETE;1° DOSE;325;;;;
SANTA SALETE;2° DOSE;119;;;;
SANTANA DA PONTE PENSA;1° DOSE;319;;;;
SANTANA DA PONTE PENSA;2° DOSE;86;;;;
SANTANA DE PARNAÍBA;1° DOSE;9677;;;;
SANTANA DE PARNAÍBA;2° DOSE;2529;;;;
SANTO ANASTÁCIO;1° DOSE;3164;;;;
SANTO ANASTÁCIO;2° DOSE;1028;;;;
SANTO ANDRÉ;1° DOSE;95362;;;;
SANTO ANDRÉ;2° DOSE;30634;;;;
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;1026;;;;
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;387;;;;
SANTO ANTÔNIO DE POSSE;1° DOSE;2154;;;;
SANTO ANTÔNIO DE POSSE;2° DOSE;730;;;;
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;950;;;;
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;298;;;;
SANTO ANTÔNIO DO JARDIM;1° DOSE;878;;;;
SANTO ANTÔNIO DO JARDIM;2° DOSE;252;;;;
SANTO ANTÔNIO DO PINHAL;1° DOSE;755;;;;
SANTO ANTÔNIO DO PINHAL;2° DOSE;288;;;;
SANTO EXPEDITO;1° DOSE;524;;;;
SANTO EXPEDITO;2° DOSE;177;;;;
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;476;;;;
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;179;;;;
SANTOS;1° DOSE;82717;;;;
SANTOS;2° DOSE;31244;;;;
SÃO BENTO DO SAPUCAÍ;1° DOSE;1339;;;;
SÃO BENTO DO SAPUCAÍ;2° DOSE;462;;;;
SÃO BERNARDO DO CAMPO;1° DOSE;90033;;;;
SÃO BERNARDO DO CAMPO;2° DOSE;37350;;;;
SÃO CAETANO DO SUL;1° DOSE;32719;;;;
SÃO CAETANO DO SUL;2° DOSE;11916;;;;
SÃO CARLOS;1° DOSE;32321;;;;
SÃO CARLOS;2° DOSE;11132;;;;
SÃO FRANCISCO;1° DOSE;465;;;;
SÃO FRANCISCO;2° DOSE;135;;;;
SÃO JOÃO DA BOA VISTA;1° DOSE;14883;;;;
SÃO JOÃO DA BOA VISTA;2° DOSE;5585;;;;
SÃO JOÃO DAS DUAS PONTES;1° DOSE;320;;;;
SÃO JOÃO DAS DUAS PONTES;2° DOSE;117;;;;
SÃO JOÃO DE IRACEMA;1° DOSE;295;;;;
SÃO JOÃO DE IRACEMA;2° DOSE;112;;;;
SÃO JOÃO DO PAU D'ALHO;1° DOSE;428;;;;
SÃO JOÃO DO PAU D'ALHO;2° DOSE;104;;;;
SÃO JOAQUIM DA BARRA;1° DOSE;5750;;;;
SÃO JOAQUIM DA BARRA;2° DOSE;2129;;;;
SÃO JOSÉ DA BELA VISTA;1° DOSE;645;;;;
SÃO JOSÉ DA BELA VISTA;2° DOSE;255;;;;
SÃO JOSÉ DO BARREIRO;1° DOSE;457;;;;
SÃO JOSÉ DO BARREIRO;2° DOSE;127;;;;
SÃO JOSÉ DO RIO PARDO;1° DOSE;7262;;;;
SÃO JOSÉ DO RIO PARDO;2° DOSE;1918;;;;
SÃO JOSÉ DO RIO PRETO;1° DOSE;66652;;;;
SÃO JOSÉ DO RIO PRETO;2° DOSE;27796;;;;
SÃO JOSÉ DOS CAMPOS;1° DOSE;74697;;;;
SÃO JOSÉ DOS CAMPOS;2° DOSE;27992;;;;
SÃO LOURENÇO DA SERRA;1° DOSE;1384;;;;
SÃO LOURENÇO DA SERRA;2° DOSE;314;;;;
SÃO LUIZ DO PARAITINGA;1° DOSE;1407;;;;
SÃO LUIZ DO PARAITINGA;2° DOSE;449;;;;
SÃO MANUEL;1° DOSE;4339;;;;
SÃO MANUEL;2° DOSE;1121;;;;
SÃO MIGUEL ARCANJO;1° DOSE;3209;;;;
SÃO MIGUEL ARCANJO;2° DOSE;1019;;;;
SÃO PAULO;1° DOSE;1412284;;;;
SÃO PAULO;2° DOSE;521638;;;;
SÃO PEDRO;1° DOSE;4168;;;;
SÃO PEDRO;2° DOSE;1000;;;;
SÃO PEDRO DO TURVO;1° DOSE;999;;;;
SÃO PEDRO DO TURVO;2° DOSE;228;;;;
SÃO ROQUE;1° DOSE;8629;;;;
SÃO ROQUE;2° DOSE;2762;;;;
SÃO SEBASTIÃO;1° DOSE;6416;;;;
SÃO SEBASTIÃO;2° DOSE;2735;;;;
SÃO SEBASTIÃO DA GRAMA;1° DOSE;1444;;;;
SÃO SEBASTIÃO DA GRAMA;2° DOSE;450;;;;
SÃO SIMÃO;1° DOSE;1749;;;;
SÃO SIMÃO;2° DOSE;529;;;;
SÃO VICENTE;1° DOSE;34720;;;;
SÃO VICENTE;2° DOSE;11588;;;;
SARAPUÍ;1° DOSE;1067;;;;
SARAPUÍ;2° DOSE;212;;;;
SARUTAIÁ;1° DOSE;484;;;;
SARUTAIÁ;2° DOSE;192;;;;
SEBASTIANÓPOLIS DO SUL;1° DOSE;497;;;;
SEBASTIANÓPOLIS DO SUL;2° DOSE;171;;;;
SERRA AZUL;1° DOSE;1023;;;;
SERRA AZUL;2° DOSE;493;;;;
SERRA NEGRA;1° DOSE;4218;;;;
SERRA NEGRA;2° DOSE;1254;;;;
SERRANA;1° DOSE;28104;;;;
SERRANA;2° DOSE;15015;;;;
SERTÃOZINHO;1° DOSE;10710;;;;
SERTÃOZINHO;2° DOSE;4491;;;;
SETE BARRAS;1° DOSE;1309;;;;
SETE BARRAS;2° DOSE;465;;;;
SEVERÍNIA;1° DOSE;1326;;;;
SEVERÍNIA;2° DOSE;436;;;;
SILVEIRAS;1° DOSE;759;;;;
SILVEIRAS;2° DOSE;287;;;;
SOCORRO;1° DOSE;5969;;;;
SOCORRO;2° DOSE;1481;;;;
SOROCABA;1° DOSE;63137;;;;
SOROCABA;2° DOSE;20918;;;;
SUD MENNUCCI;1° DOSE;1003;;;;
SUD MENNUCCI;2° DOSE;362;;;;
SUMARÉ;1° DOSE;22533;;;;
SUMARÉ;2° DOSE;6709;;;;
