Município;Dose;Total Doses Aplicadas;;;;
LAGOINHA;1° DOSE;1114;;;;
LAGOINHA;2° DOSE;692;;;;
LARANJAL PAULISTA;1° DOSE;4925;;;;
LARANJAL PAULISTA;2° DOSE;2783;;;;
LAVÍNIA;1° DOSE;1076;;;;
LAVÍNIA;2° DOSE;605;;;;
LAVRINHAS;1° DOSE;768;;;;
LAVRINHAS;2° DOSE;468;;;;
LEME;1° DOSE;15000;;;;
LEME;2° DOSE;9380;;;;
LENÇÓIS PAULISTA;1° DOSE;10505;;;;
LENÇÓIS PAULISTA;2° DOSE;5866;;;;
LIMEIRA;1° DOSE;44930;;;;
LIMEIRA;2° DOSE;23044;;;;
LINDÓIA;1° DOSE;1354;;;;
LINDÓIA;2° DOSE;729;;;;
LINS;1° DOSE;15224;;;;
LINS;2° DOSE;9125;;;;
LORENA;1° DOSE;14155;;;;
LORENA;2° DOSE;8308;;;;
LOURDES;1° DOSE;561;;;;
LOURDES;2° DOSE;318;;;;
LOUVEIRA;1° DOSE;5004;;;;
LOUVEIRA;2° DOSE;2936;;;;
LUCÉLIA;1° DOSE;3898;;;;
LUCÉLIA;2° DOSE;2390;;;;
LUCIANÓPOLIS;1° DOSE;536;;;;
LUCIANÓPOLIS;2° DOSE;258;;;;
LUÍS ANTÔNIO;1° DOSE;1636;;;;
LUÍS ANTÔNIO;2° DOSE;949;;;;
LUIZIÂNIA;1° DOSE;842;;;;
LUIZIÂNIA;2° DOSE;497;;;;
LUPÉRCIO;1° DOSE;740;;;;
LUPÉRCIO;2° DOSE;427;;;;
LUTÉCIA;1° DOSE;601;;;;
LUTÉCIA;2° DOSE;316;;;;
MACATUBA;1° DOSE;2611;;;;
MACATUBA;2° DOSE;1625;;;;
MACAUBAL;1° DOSE;1715;;;;
MACAUBAL;2° DOSE;986;;;;
MACEDÔNIA;1° DOSE;843;;;;
MACEDÔNIA;2° DOSE;478;;;;
MAGDA;1° DOSE;770;;;;
MAGDA;2° DOSE;473;;;;
MAIRINQUE;1° DOSE;7366;;;;
MAIRINQUE;2° DOSE;3558;;;;
MAIRIPORÃ;1° DOSE;11945;;;;
MAIRIPORÃ;2° DOSE;6652;;;;
MANDURI;1° DOSE;1689;;;;
MANDURI;2° DOSE;970;;;;
MARABÁ PAULISTA;1° DOSE;706;;;;
MARABÁ PAULISTA;2° DOSE;344;;;;
MARACAÍ;1° DOSE;2427;;;;
MARACAÍ;2° DOSE;1396;;;;
MARAPOAMA;1° DOSE;668;;;;
MARAPOAMA;2° DOSE;379;;;;
MARIÁPOLIS;1° DOSE;710;;;;
MARIÁPOLIS;2° DOSE;411;;;;
MARÍLIA;1° DOSE;47451;;;;
MARÍLIA;2° DOSE;28185;;;;
MARINÓPOLIS;1° DOSE;504;;;;
MARINÓPOLIS;2° DOSE;296;;;;
MARTINÓPOLIS;1° DOSE;4581;;;;
MARTINÓPOLIS;2° DOSE;2687;;;;
MATÃO;1° DOSE;13072;;;;
MATÃO;2° DOSE;8147;;;;
MAUÁ;1° DOSE;51204;;;;
MAUÁ;2° DOSE;28895;;;;
MENDONÇA;1° DOSE;1112;;;;
MENDONÇA;2° DOSE;695;;;;
MERIDIANO;1° DOSE;825;;;;
MERIDIANO;2° DOSE;475;;;;
MESÓPOLIS;1° DOSE;480;;;;
MESÓPOLIS;2° DOSE;301;;;;
MIGUELÓPOLIS;1° DOSE;3427;;;;
MIGUELÓPOLIS;2° DOSE;2059;;;;
MINEIROS DO TIETÊ;1° DOSE;2101;;;;
MINEIROS DO TIETÊ;2° DOSE;1131;;;;
MIRA ESTRELA;1° DOSE;766;;;;
MIRA ESTRELA;2° DOSE;382;;;;
MIRACATU;1° DOSE;3079;;;;
MIRACATU;2° DOSE;1838;;;;
MIRANDÓPOLIS;1° DOSE;5522;;;;
MIRANDÓPOLIS;2° DOSE;3705;;;;
MIRANTE DO PARANAPANEMA;1° DOSE;3694;;;;
MIRANTE DO PARANAPANEMA;2° DOSE;1725;;;;
MIRASSOL;1° DOSE;10030;;;;
MIRASSOL;2° DOSE;5742;;;;
MIRASSOLÂNDIA;1° DOSE;929;;;;
MIRASSOLÂNDIA;2° DOSE;607;;;;
MOCOCA;1° DOSE;13853;;;;
MOCOCA;2° DOSE;8031;;;;
MOGI DAS CRUZES;1° DOSE;63142;;;;
MOGI DAS CRUZES;2° DOSE;35876;;;;
MOGI GUAÇU;1° DOSE;23618;;;;
MOGI GUAÇU;2° DOSE;14151;;;;
MOGI MIRIM;1° DOSE;17177;;;;
MOGI MIRIM;2° DOSE;10363;;;;
MOMBUCA;1° DOSE;527;;;;
MOMBUCA;2° DOSE;372;;;;
MONÇÕES;1° DOSE;539;;;;
MONÇÕES;2° DOSE;362;;;;
MONGAGUÁ;1° DOSE;9725;;;;
MONGAGUÁ;2° DOSE;5721;;;;
MONTE ALEGRE DO SUL;1° DOSE;1673;;;;
MONTE ALEGRE DO SUL;2° DOSE;918;;;;
MONTE ALTO;1° DOSE;9260;;;;
MONTE ALTO;2° DOSE;5547;;;;
MONTE APRAZÍVEL;1° DOSE;4664;;;;
MONTE APRAZÍVEL;2° DOSE;2662;;;;
MONTE AZUL PAULISTA;1° DOSE;3289;;;;
MONTE AZUL PAULISTA;2° DOSE;1942;;;;
MONTE CASTELO;1° DOSE;944;;;;
MONTE CASTELO;2° DOSE;554;;;;
MONTE MOR;1° DOSE;7545;;;;
MONTE MOR;2° DOSE;3955;;;;
MONTEIRO LOBATO;1° DOSE;867;;;;
MONTEIRO LOBATO;2° DOSE;438;;;;
MORRO AGUDO;1° DOSE;4151;;;;
MORRO AGUDO;2° DOSE;2368;;;;
MORUNGABA;1° DOSE;1961;;;;
MORUNGABA;2° DOSE;1259;;;;
MOTUCA;1° DOSE;683;;;;
MOTUCA;2° DOSE;403;;;;
MURUTINGA DO SUL;1° DOSE;982;;;;
MURUTINGA DO SUL;2° DOSE;625;;;;
NANTES;1° DOSE;450;;;;
NANTES;2° DOSE;269;;;;
NARANDIBA;1° DOSE;734;;;;
NARANDIBA;2° DOSE;431;;;;
NATIVIDADE DA SERRA;1° DOSE;1384;;;;
NATIVIDADE DA SERRA;2° DOSE;841;;;;
NAZARÉ PAULISTA;1° DOSE;2896;;;;
NAZARÉ PAULISTA;2° DOSE;1647;;;;
NEVES PAULISTA;1° DOSE;2143;;;;
NEVES PAULISTA;2° DOSE;1385;;;;
NHANDEARA;1° DOSE;2610;;;;
NHANDEARA;2° DOSE;1567;;;;
NIPOÃ;1° DOSE;653;;;;
NIPOÃ;2° DOSE;358;;;;
NOVA ALIANÇA;1° DOSE;1300;;;;
NOVA ALIANÇA;2° DOSE;746;;;;
NOVA CAMPINA;1° DOSE;954;;;;
NOVA CAMPINA;2° DOSE;611;;;;
NOVA CANAÃ PAULISTA;1° DOSE;504;;;;
NOVA CANAÃ PAULISTA;2° DOSE;302;;;;
NOVA CASTILHO;1° DOSE;244;;;;
NOVA CASTILHO;2° DOSE;146;;;;
NOVA EUROPA;1° DOSE;1467;;;;
NOVA EUROPA;2° DOSE;908;;;;
NOVA GRANADA;1° DOSE;3464;;;;
NOVA GRANADA;2° DOSE;2138;;;;
NOVA GUATAPORANGA;1° DOSE;558;;;;
NOVA GUATAPORANGA;2° DOSE;272;;;;
NOVA INDEPENDÊNCIA;1° DOSE;543;;;;
NOVA INDEPENDÊNCIA;2° DOSE;308;;;;
NOVA LUZITÂNIA;1° DOSE;591;;;;
NOVA LUZITÂNIA;2° DOSE;350;;;;
NOVA ODESSA;1° DOSE;7933;;;;
NOVA ODESSA;2° DOSE;3978;;;;
NOVAIS;1° DOSE;658;;;;
NOVAIS;2° DOSE;372;;;;
NOVO HORIZONTE;1° DOSE;7403;;;;
NOVO HORIZONTE;2° DOSE;4532;;;;
NUPORANGA;1° DOSE;1370;;;;
NUPORANGA;2° DOSE;708;;;;
OCAUÇU;1° DOSE;812;;;;
OCAUÇU;2° DOSE;478;;;;
ÓLEO;1° DOSE;644;;;;
ÓLEO;2° DOSE;290;;;;
OLÍMPIA;1° DOSE;10692;;;;
OLÍMPIA;2° DOSE;6071;;;;
ONDA VERDE;1° DOSE;729;;;;
ONDA VERDE;2° DOSE;462;;;;
ORIENTE;1° DOSE;1248;;;;
ORIENTE;2° DOSE;704;;;;
ORINDIÚVA;1° DOSE;874;;;;
ORINDIÚVA;2° DOSE;441;;;;
ORLÂNDIA;1° DOSE;6654;;;;
ORLÂNDIA;2° DOSE;3578;;;;
OSASCO;1° DOSE;102625;;;;
OSASCO;2° DOSE;49937;;;;
OSCAR BRESSANE;1° DOSE;702;;;;
OSCAR BRESSANE;2° DOSE;476;;;;
OSVALDO CRUZ;1° DOSE;7077;;;;
OSVALDO CRUZ;2° DOSE;4333;;;;
OURINHOS;1° DOSE;20577;;;;
OURINHOS;2° DOSE;13036;;;;
OURO VERDE;1° DOSE;1584;;;;
OURO VERDE;2° DOSE;828;;;;
OUROESTE;1° DOSE;1865;;;;
OUROESTE;2° DOSE;1191;;;;
PACAEMBU;1° DOSE;2516;;;;
PACAEMBU;2° DOSE;1522;;;;
PALESTINA;1° DOSE;2236;;;;
PALESTINA;2° DOSE;1286;;;;
PALMARES PAULISTA;1° DOSE;1138;;;;
PALMARES PAULISTA;2° DOSE;630;;;;
PALMEIRA D'OESTE;1° DOSE;2200;;;;
PALMEIRA D'OESTE;2° DOSE;1367;;;;
PALMITAL;1° DOSE;4646;;;;
PALMITAL;2° DOSE;2869;;;;
PANORAMA;1° DOSE;2463;;;;
PANORAMA;2° DOSE;1343;;;;
PARAGUAÇU PAULISTA;1° DOSE;7103;;;;
PARAGUAÇU PAULISTA;2° DOSE;4191;;;;
PARAIBUNA;1° DOSE;3091;;;;
PARAIBUNA;2° DOSE;1699;;;;
PARAÍSO;1° DOSE;1194;;;;
PARAÍSO;2° DOSE;738;;;;
PARANAPANEMA;1° DOSE;2814;;;;
PARANAPANEMA;2° DOSE;1492;;;;
PARANAPUÃ;1° DOSE;786;;;;
PARANAPUÃ;2° DOSE;479;;;;
PARAPUÃ;1° DOSE;2282;;;;
PARAPUÃ;2° DOSE;1407;;;;
PARDINHO;1° DOSE;1103;;;;
PARDINHO;2° DOSE;604;;;;
PARIQUERA-AÇU;1° DOSE;4071;;;;
PARIQUERA-AÇU;2° DOSE;2682;;;;
PARISI;1° DOSE;644;;;;
PARISI;2° DOSE;329;;;;
PATROCÍNIO PAULISTA;1° DOSE;2329;;;;
PATROCÍNIO PAULISTA;2° DOSE;1408;;;;
PAULICÉIA;1° DOSE;1085;;;;
PAULICÉIA;2° DOSE;586;;;;
PAULÍNIA;1° DOSE;13426;;;;
PAULÍNIA;2° DOSE;7451;;;;
PAULISTÂNIA;1° DOSE;349;;;;
PAULISTÂNIA;2° DOSE;217;;;;
PAULO DE FARIA;1° DOSE;1583;;;;
PAULO DE FARIA;2° DOSE;983;;;;
PEDERNEIRAS;1° DOSE;6842;;;;
PEDERNEIRAS;2° DOSE;4067;;;;
PEDRA BELA;1° DOSE;1178;;;;
PEDRA BELA;2° DOSE;685;;;;
PEDRANÓPOLIS;1° DOSE;644;;;;
PEDRANÓPOLIS;2° DOSE;394;;;;
PEDREGULHO;1° DOSE;2611;;;;
PEDREGULHO;2° DOSE;1682;;;;
PEDREIRA;1° DOSE;7669;;;;
PEDREIRA;2° DOSE;4324;;;;
PEDRINHAS PAULISTA;1° DOSE;596;;;;
PEDRINHAS PAULISTA;2° DOSE;382;;;;
PEDRO DE TOLEDO;1° DOSE;1842;;;;
PEDRO DE TOLEDO;2° DOSE;1056;;;;
PENÁPOLIS;1° DOSE;12444;;;;
PENÁPOLIS;2° DOSE;7500;;;;
PEREIRA BARRETO;1° DOSE;4807;;;;
PEREIRA BARRETO;2° DOSE;3083;;;;
PEREIRAS;1° DOSE;1313;;;;
PEREIRAS;2° DOSE;766;;;;
PERUÍBE;1° DOSE;12017;;;;
PERUÍBE;2° DOSE;7202;;;;
PIACATU;1° DOSE;1124;;;;
PIACATU;2° DOSE;657;;;;
PIEDADE;1° DOSE;8734;;;;
PIEDADE;2° DOSE;4508;;;;
PILAR DO SUL;1° DOSE;4830;;;;
PILAR DO SUL;2° DOSE;2534;;;;
PINDAMONHANGABA;1° DOSE;25440;;;;
PINDAMONHANGABA;2° DOSE;13662;;;;
PINDORAMA;1° DOSE;3112;;;;
PINDORAMA;2° DOSE;2115;;;;
PINHALZINHO;1° DOSE;2924;;;;
PINHALZINHO;2° DOSE;1630;;;;
PIQUEROBI;1° DOSE;851;;;;
PIQUEROBI;2° DOSE;579;;;;
PIQUETE;1° DOSE;2540;;;;
PIQUETE;2° DOSE;1555;;;;
PIRACAIA;1° DOSE;4266;;;;
PIRACAIA;2° DOSE;2713;;;;
PIRACICABA;1° DOSE;65747;;;;
PIRACICABA;2° DOSE;42492;;;;
PIRAJU;1° DOSE;6084;;;;
PIRAJU;2° DOSE;3515;;;;
PIRAJUÍ;1° DOSE;4119;;;;
PIRAJUÍ;2° DOSE;2399;;;;
PIRANGI;1° DOSE;2251;;;;
PIRANGI;2° DOSE;1293;;;;
PIRAPORA DO BOM JESUS;1° DOSE;2185;;;;
PIRAPORA DO BOM JESUS;2° DOSE;1155;;;;
PIRAPOZINHO;1° DOSE;4185;;;;
PIRAPOZINHO;2° DOSE;2192;;;;
PIRASSUNUNGA;1° DOSE;14511;;;;
PIRASSUNUNGA;2° DOSE;8967;;;;
PIRATININGA;1° DOSE;2948;;;;
PIRATININGA;2° DOSE;1526;;;;
PITANGUEIRAS;1° DOSE;4562;;;;
PITANGUEIRAS;2° DOSE;2865;;;;
PLANALTO;1° DOSE;721;;;;
PLANALTO;2° DOSE;352;;;;
PLATINA;1° DOSE;629;;;;
PLATINA;2° DOSE;364;;;;
POÁ;1° DOSE;14962;;;;
POÁ;2° DOSE;8276;;;;
POLONI;1° DOSE;1294;;;;
POLONI;2° DOSE;773;;;;
POMPÉIA;1° DOSE;4575;;;;
POMPÉIA;2° DOSE;2214;;;;
PONGAÍ;1° DOSE;809;;;;
PONGAÍ;2° DOSE;479;;;;
PONTAL;1° DOSE;4396;;;;
PONTAL;2° DOSE;2493;;;;
PONTALINDA;1° DOSE;677;;;;
PONTALINDA;2° DOSE;357;;;;
PONTES GESTAL;1° DOSE;556;;;;
PONTES GESTAL;2° DOSE;256;;;;
POPULINA;1° DOSE;1158;;;;
POPULINA;2° DOSE;578;;;;
PORANGABA;1° DOSE;2007;;;;
PORANGABA;2° DOSE;1161;;;;
PORTO FELIZ;1° DOSE;7391;;;;
PORTO FELIZ;2° DOSE;4214;;;;
PORTO FERREIRA;1° DOSE;9632;;;;
PORTO FERREIRA;2° DOSE;5228;;;;
POTIM;1° DOSE;2333;;;;
POTIM;2° DOSE;1343;;;;
POTIRENDABA;1° DOSE;3251;;;;
POTIRENDABA;2° DOSE;2077;;;;
PRACINHA;1° DOSE;323;;;;
PRACINHA;2° DOSE;188;;;;
PRADÓPOLIS;1° DOSE;2442;;;;
PRADÓPOLIS;2° DOSE;1353;;;;
PRAIA GRANDE;1° DOSE;53974;;;;
PRAIA GRANDE;2° DOSE;29582;;;;
PRATÂNIA;1° DOSE;677;;;;
PRATÂNIA;2° DOSE;363;;;;
PRESIDENTE ALVES;1° DOSE;831;;;;
PRESIDENTE ALVES;2° DOSE;433;;;;
PRESIDENTE BERNARDES;1° DOSE;3528;;;;
PRESIDENTE BERNARDES;2° DOSE;2068;;;;
PRESIDENTE EPITÁCIO;1° DOSE;7055;;;;
PRESIDENTE EPITÁCIO;2° DOSE;3802;;;;
PRESIDENTE PRUDENTE;1° DOSE;45897;;;;
PRESIDENTE PRUDENTE;2° DOSE;29859;;;;
PRESIDENTE VENCESLAU;1° DOSE;8277;;;;
PRESIDENTE VENCESLAU;2° DOSE;5286;;;;
PROMISSÃO;1° DOSE;6347;;;;
PROMISSÃO;2° DOSE;3915;;;;
QUADRA;1° DOSE;653;;;;
QUADRA;2° DOSE;385;;;;
QUATÁ;1° DOSE;2195;;;;
QUATÁ;2° DOSE;1254;;;;
QUEIROZ;1° DOSE;472;;;;
QUEIROZ;2° DOSE;290;;;;
QUELUZ;1° DOSE;1671;;;;
QUELUZ;2° DOSE;924;;;;
QUINTANA;1° DOSE;1276;;;;
QUINTANA;2° DOSE;755;;;;
RAFARD;1° DOSE;1369;;;;
RAFARD;2° DOSE;739;;;;
RANCHARIA;1° DOSE;5405;;;;
RANCHARIA;2° DOSE;3168;;;;
REDENÇÃO DA SERRA;1° DOSE;745;;;;
REDENÇÃO DA SERRA;2° DOSE;443;;;;
REGENTE FEIJÓ;1° DOSE;3624;;;;
REGENTE FEIJÓ;2° DOSE;2043;;;;
REGINÓPOLIS;1° DOSE;1233;;;;
REGINÓPOLIS;2° DOSE;713;;;;
REGISTRO;1° DOSE;9976;;;;
REGISTRO;2° DOSE;5961;;;;
RESTINGA;1° DOSE;1016;;;;
RESTINGA;2° DOSE;512;;;;
RIBEIRA;1° DOSE;579;;;;
RIBEIRA;2° DOSE;390;;;;
RIBEIRÃO BONITO;1° DOSE;2103;;;;
RIBEIRÃO BONITO;2° DOSE;1213;;;;
RIBEIRÃO BRANCO;1° DOSE;2161;;;;
RIBEIRÃO BRANCO;2° DOSE;1201;;;;
RIBEIRÃO CORRENTE;1° DOSE;623;;;;
RIBEIRÃO CORRENTE;2° DOSE;311;;;;
RIBEIRÃO DO SUL;1° DOSE;940;;;;
RIBEIRÃO DO SUL;2° DOSE;549;;;;
RIBEIRÃO DOS ÍNDIOS;1° DOSE;623;;;;
RIBEIRÃO DOS ÍNDIOS;2° DOSE;406;;;;
RIBEIRÃO GRANDE;1° DOSE;1134;;;;
RIBEIRÃO GRANDE;2° DOSE;717;;;;
RIBEIRÃO PIRES;1° DOSE;19619;;;;
RIBEIRÃO PIRES;2° DOSE;11392;;;;
RIBEIRÃO PRETO;1° DOSE;116632;;;;
RIBEIRÃO PRETO;2° DOSE;70373;;;;
RIFAINA;1° DOSE;779;;;;
RIFAINA;2° DOSE;395;;;;
RINCÃO;1° DOSE;1676;;;;
RINCÃO;2° DOSE;1019;;;;
RINÓPOLIS;1° DOSE;2037;;;;
RINÓPOLIS;2° DOSE;1197;;;;
RIO CLARO;1° DOSE;38117;;;;
RIO CLARO;2° DOSE;23143;;;;
RIO DAS PEDRAS;1° DOSE;4196;;;;
RIO DAS PEDRAS;2° DOSE;2597;;;;
RIO GRANDE DA SERRA;1° DOSE;5013;;;;
RIO GRANDE DA SERRA;2° DOSE;2433;;;;
RIOLÂNDIA;1° DOSE;1401;;;;
RIOLÂNDIA;2° DOSE;746;;;;
RIVERSUL;1° DOSE;1098;;;;
RIVERSUL;2° DOSE;632;;;;
ROSANA;1° DOSE;3496;;;;
ROSANA;2° DOSE;2179;;;;
ROSEIRA;1° DOSE;1517;;;;
ROSEIRA;2° DOSE;868;;;;
RUBIÁCEA;1° DOSE;498;;;;
RUBIÁCEA;2° DOSE;286;;;;
RUBINÉIA;1° DOSE;675;;;;
RUBINÉIA;2° DOSE;405;;;;
SABINO;1° DOSE;1285;;;;
SABINO;2° DOSE;646;;;;
SAGRES;1° DOSE;472;;;;
SAGRES;2° DOSE;249;;;;
SALES;1° DOSE;1356;;;;
SALES;2° DOSE;768;;;;
SALES OLIVEIRA;1° DOSE;1949;;;;
SALES OLIVEIRA;2° DOSE;1311;;;;
SALESÓPOLIS;1° DOSE;2833;;;;
SALESÓPOLIS;2° DOSE;1394;;;;
SALMOURÃO;1° DOSE;913;;;;
SALMOURÃO;2° DOSE;555;;;;
SALTINHO;1° DOSE;1477;;;;
SALTINHO;2° DOSE;863;;;;
SALTO;1° DOSE;18468;;;;
SALTO;2° DOSE;9870;;;;
SALTO DE PIRAPORA;1° DOSE;6828;;;;
SALTO DE PIRAPORA;2° DOSE;4105;;;;
SALTO GRANDE;1° DOSE;1617;;;;
SALTO GRANDE;2° DOSE;824;;;;
SANDOVALINA;1° DOSE;633;;;;
SANDOVALINA;2° DOSE;377;;;;
SANTA ADÉLIA;1° DOSE;2855;;;;
SANTA ADÉLIA;2° DOSE;1797;;;;
SANTA ALBERTINA;1° DOSE;1403;;;;
SANTA ALBERTINA;2° DOSE;779;;;;
SANTA BÁRBARA D'OESTE;1° DOSE;27184;;;;
SANTA BÁRBARA D'OESTE;2° DOSE;15041;;;;
SANTA BRANCA;1° DOSE;2407;;;;
SANTA BRANCA;2° DOSE;1475;;;;
SANTA CLARA D'OESTE;1° DOSE;504;;;;
SANTA CLARA D'OESTE;2° DOSE;269;;;;
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;1133;;;;
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;722;;;;
SANTA CRUZ DA ESPERANÇA;1° DOSE;464;;;;
SANTA CRUZ DA ESPERANÇA;2° DOSE;224;;;;
SANTA CRUZ DAS PALMEIRAS;1° DOSE;4593;;;;
SANTA CRUZ DAS PALMEIRAS;2° DOSE;2831;;;;
SANTA CRUZ DO RIO PARDO;1° DOSE;8987;;;;
SANTA CRUZ DO RIO PARDO;2° DOSE;5475;;;;
SANTA ERNESTINA;1° DOSE;816;;;;
SANTA ERNESTINA;2° DOSE;389;;;;
SANTA FÉ DO SUL;1° DOSE;7794;;;;
SANTA FÉ DO SUL;2° DOSE;5098;;;;
SANTA GERTRUDES;1° DOSE;2624;;;;
SANTA GERTRUDES;2° DOSE;1576;;;;
SANTA ISABEL;1° DOSE;8354;;;;
SANTA ISABEL;2° DOSE;4773;;;;
SANTA LÚCIA;1° DOSE;1114;;;;
SANTA LÚCIA;2° DOSE;607;;;;
SANTA MARIA DA SERRA;1° DOSE;854;;;;
SANTA MARIA DA SERRA;2° DOSE;592;;;;
SANTA MERCEDES;1° DOSE;589;;;;
SANTA MERCEDES;2° DOSE;350;;;;
SANTA RITA DO PASSA QUATRO;1° DOSE;6558;;;;
SANTA RITA DO PASSA QUATRO;2° DOSE;3924;;;;
SANTA RITA D'OESTE;1° DOSE;676;;;;
SANTA RITA D'OESTE;2° DOSE;407;;;;
SANTA ROSA DE VITERBO;1° DOSE;4476;;;;
SANTA ROSA DE VITERBO;2° DOSE;2496;;;;
SANTA SALETE;1° DOSE;471;;;;
SANTA SALETE;2° DOSE;272;;;;
SANTANA DA PONTE PENSA;1° DOSE;493;;;;
SANTANA DA PONTE PENSA;2° DOSE;282;;;;
SANTANA DE PARNAÍBA;1° DOSE;17092;;;;
SANTANA DE PARNAÍBA;2° DOSE;9280;;;;
SANTO ANASTÁCIO;1° DOSE;4116;;;;
SANTO ANASTÁCIO;2° DOSE;2683;;;;
SANTO ANDRÉ;1° DOSE;129013;;;;
SANTO ANDRÉ;2° DOSE;74443;;;;
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;1492;;;;
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;915;;;;
SANTO ANTÔNIO DE POSSE;1° DOSE;3476;;;;
SANTO ANTÔNIO DE POSSE;2° DOSE;1837;;;;
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;1329;;;;
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;793;;;;
SANTO ANTÔNIO DO JARDIM;1° DOSE;1273;;;;
SANTO ANTÔNIO DO JARDIM;2° DOSE;749;;;;
SANTO ANTÔNIO DO PINHAL;1° DOSE;1135;;;;
SANTO ANTÔNIO DO PINHAL;2° DOSE;722;;;;
SANTO EXPEDITO;1° DOSE;656;;;;
SANTO EXPEDITO;2° DOSE;460;;;;
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;704;;;;
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;420;;;;
SANTOS;1° DOSE;111592;;;;
SANTOS;2° DOSE;69393;;;;
SÃO BENTO DO SAPUCAÍ;1° DOSE;2092;;;;
SÃO BENTO DO SAPUCAÍ;2° DOSE;1351;;;;
SÃO BERNARDO DO CAMPO;1° DOSE;131843;;;;
SÃO BERNARDO DO CAMPO;2° DOSE;78046;;;;
SÃO CAETANO DO SUL;1° DOSE;44346;;;;
SÃO CAETANO DO SUL;2° DOSE;28114;;;;
SÃO CARLOS;1° DOSE;46165;;;;
SÃO CARLOS;2° DOSE;26353;;;;
SÃO FRANCISCO;1° DOSE;711;;;;
SÃO FRANCISCO;2° DOSE;406;;;;
SÃO JOÃO DA BOA VISTA;1° DOSE;19911;;;;
SÃO JOÃO DA BOA VISTA;2° DOSE;12652;;;;
SÃO JOÃO DAS DUAS PONTES;1° DOSE;474;;;;
SÃO JOÃO DAS DUAS PONTES;2° DOSE;306;;;;
SÃO JOÃO DE IRACEMA;1° DOSE;389;;;;
SÃO JOÃO DE IRACEMA;2° DOSE;270;;;;
SÃO JOÃO DO PAU D'ALHO;1° DOSE;594;;;;
SÃO JOÃO DO PAU D'ALHO;2° DOSE;371;;;;
SÃO JOAQUIM DA BARRA;1° DOSE;8454;;;;
SÃO JOAQUIM DA BARRA;2° DOSE;4714;;;;
SÃO JOSÉ DA BELA VISTA;1° DOSE;1110;;;;
SÃO JOSÉ DA BELA VISTA;2° DOSE;655;;;;
SÃO JOSÉ DO BARREIRO;1° DOSE;759;;;;
SÃO JOSÉ DO BARREIRO;2° DOSE;432;;;;
SÃO JOSÉ DO RIO PARDO;1° DOSE;11143;;;;
SÃO JOSÉ DO RIO PARDO;2° DOSE;6133;;;;
SÃO JOSÉ DO RIO PRETO;1° DOSE;93947;;;;
SÃO JOSÉ DO RIO PRETO;2° DOSE;58495;;;;
SÃO JOSÉ DOS CAMPOS;1° DOSE;112920;;;;
SÃO JOSÉ DOS CAMPOS;2° DOSE;67672;;;;
SÃO LOURENÇO DA SERRA;1° DOSE;2310;;;;
SÃO LOURENÇO DA SERRA;2° DOSE;1215;;;;
SÃO LUIZ DO PARAITINGA;1° DOSE;2077;;;;
SÃO LUIZ DO PARAITINGA;2° DOSE;1160;;;;
SÃO MANUEL;1° DOSE;6422;;;;
SÃO MANUEL;2° DOSE;3707;;;;
SÃO MIGUEL ARCANJO;1° DOSE;4776;;;;
SÃO MIGUEL ARCANJO;2° DOSE;2779;;;;
SÃO PAULO;1° DOSE;2109629;;;;
SÃO PAULO;2° DOSE;1252985;;;;
SÃO PEDRO;1° DOSE;6730;;;;
SÃO PEDRO;2° DOSE;3754;;;;
SÃO PEDRO DO TURVO;1° DOSE;1286;;;;
SÃO PEDRO DO TURVO;2° DOSE;947;;;;
SÃO ROQUE;1° DOSE;13607;;;;
SÃO ROQUE;2° DOSE;7787;;;;
SÃO SEBASTIÃO;1° DOSE;11565;;;;
SÃO SEBASTIÃO;2° DOSE;6481;;;;
SÃO SEBASTIÃO DA GRAMA;1° DOSE;2107;;;;
SÃO SEBASTIÃO DA GRAMA;2° DOSE;1129;;;;
SÃO SIMÃO;1° DOSE;2709;;;;
SÃO SIMÃO;2° DOSE;1528;;;;
SÃO VICENTE;1° DOSE;49093;;;;
SÃO VICENTE;2° DOSE;28462;;;;
SARAPUÍ;1° DOSE;1666;;;;
SARAPUÍ;2° DOSE;643;;;;
SARUTAIÁ;1° DOSE;733;;;;
SARUTAIÁ;2° DOSE;453;;;;
SEBASTIANÓPOLIS DO SUL;1° DOSE;711;;;;
SEBASTIANÓPOLIS DO SUL;2° DOSE;437;;;;
SERRA AZUL;1° DOSE;1637;;;;
SERRA AZUL;2° DOSE;999;;;;
SERRA NEGRA;1° DOSE;6054;;;;
SERRA NEGRA;2° DOSE;3608;;;;
SERRANA;1° DOSE;29759;;;;
SERRANA;2° DOSE;18966;;;;
SERTÃOZINHO;1° DOSE;17997;;;;
SERTÃOZINHO;2° DOSE;10786;;;;
SETE BARRAS;1° DOSE;1925;;;;
SETE BARRAS;2° DOSE;1207;;;;
SEVERÍNIA;1° DOSE;2164;;;;
SEVERÍNIA;2° DOSE;1360;;;;
