Município;Dose;Total Doses Aplicadas;;;;
JUQUITIBA;2° DOSE;2860;;;;
LAGOINHA;1° DOSE;1368;;;;
LAGOINHA;2° DOSE;728;;;;
LARANJAL PAULISTA;1° DOSE;5870;;;;
LARANJAL PAULISTA;2° DOSE;3207;;;;
LAVÍNIA;1° DOSE;1297;;;;
LAVÍNIA;2° DOSE;644;;;;
LAVRINHAS;1° DOSE;971;;;;
LAVRINHAS;2° DOSE;525;;;;
LEME;1° DOSE;18328;;;;
LEME;2° DOSE;10048;;;;
LENÇÓIS PAULISTA;1° DOSE;12229;;;;
LENÇÓIS PAULISTA;2° DOSE;6670;;;;
LIMEIRA;1° DOSE;49217;;;;
LIMEIRA;2° DOSE;27772;;;;
LINDÓIA;1° DOSE;1581;;;;
LINDÓIA;2° DOSE;776;;;;
LINS;1° DOSE;17750;;;;
LINS;2° DOSE;9910;;;;
LORENA;1° DOSE;16587;;;;
LORENA;2° DOSE;9060;;;;
LOURDES;1° DOSE;614;;;;
LOURDES;2° DOSE;351;;;;
LOUVEIRA;1° DOSE;5662;;;;
LOUVEIRA;2° DOSE;3034;;;;
LUCÉLIA;1° DOSE;4453;;;;
LUCÉLIA;2° DOSE;2594;;;;
LUCIANÓPOLIS;1° DOSE;589;;;;
LUCIANÓPOLIS;2° DOSE;292;;;;
LUÍS ANTÔNIO;1° DOSE;1909;;;;
LUÍS ANTÔNIO;2° DOSE;1128;;;;
LUIZIÂNIA;1° DOSE;1004;;;;
LUIZIÂNIA;2° DOSE;541;;;;
LUPÉRCIO;1° DOSE;868;;;;
LUPÉRCIO;2° DOSE;530;;;;
LUTÉCIA;1° DOSE;673;;;;
LUTÉCIA;2° DOSE;334;;;;
MACATUBA;1° DOSE;3008;;;;
MACATUBA;2° DOSE;1698;;;;
MACAUBAL;1° DOSE;2043;;;;
MACAUBAL;2° DOSE;1021;;;;
MACEDÔNIA;1° DOSE;1090;;;;
MACEDÔNIA;2° DOSE;521;;;;
MAGDA;1° DOSE;915;;;;
MAGDA;2° DOSE;494;;;;
MAIRINQUE;1° DOSE;8626;;;;
MAIRINQUE;2° DOSE;3753;;;;
MAIRIPORÃ;1° DOSE;14464;;;;
MAIRIPORÃ;2° DOSE;7554;;;;
MANDURI;1° DOSE;1999;;;;
MANDURI;2° DOSE;1024;;;;
MARABÁ PAULISTA;1° DOSE;816;;;;
MARABÁ PAULISTA;2° DOSE;414;;;;
MARACAÍ;1° DOSE;2792;;;;
MARACAÍ;2° DOSE;1560;;;;
MARAPOAMA;1° DOSE;749;;;;
MARAPOAMA;2° DOSE;414;;;;
MARIÁPOLIS;1° DOSE;856;;;;
MARIÁPOLIS;2° DOSE;443;;;;
MARÍLIA;1° DOSE;55535;;;;
MARÍLIA;2° DOSE;31015;;;;
MARINÓPOLIS;1° DOSE;517;;;;
MARINÓPOLIS;2° DOSE;324;;;;
MARTINÓPOLIS;1° DOSE;5334;;;;
MARTINÓPOLIS;2° DOSE;2907;;;;
MATÃO;1° DOSE;16467;;;;
MATÃO;2° DOSE;8841;;;;
MAUÁ;1° DOSE;60418;;;;
MAUÁ;2° DOSE;34635;;;;
MENDONÇA;1° DOSE;1283;;;;
MENDONÇA;2° DOSE;743;;;;
MERIDIANO;1° DOSE;1039;;;;
MERIDIANO;2° DOSE;516;;;;
MESÓPOLIS;1° DOSE;543;;;;
MESÓPOLIS;2° DOSE;330;;;;
MIGUELÓPOLIS;1° DOSE;4032;;;;
MIGUELÓPOLIS;2° DOSE;2314;;;;
MINEIROS DO TIETÊ;1° DOSE;2382;;;;
MINEIROS DO TIETÊ;2° DOSE;1211;;;;
MIRA ESTRELA;1° DOSE;888;;;;
MIRA ESTRELA;2° DOSE;426;;;;
MIRACATU;1° DOSE;3625;;;;
MIRACATU;2° DOSE;2018;;;;
MIRANDÓPOLIS;1° DOSE;6172;;;;
MIRANDÓPOLIS;2° DOSE;3937;;;;
MIRANTE DO PARANAPANEMA;1° DOSE;3957;;;;
MIRANTE DO PARANAPANEMA;2° DOSE;1808;;;;
MIRASSOL;1° DOSE;12258;;;;
MIRASSOL;2° DOSE;6312;;;;
MIRASSOLÂNDIA;1° DOSE;1089;;;;
MIRASSOLÂNDIA;2° DOSE;644;;;;
MOCOCA;1° DOSE;16278;;;;
MOCOCA;2° DOSE;8696;;;;
MOGI DAS CRUZES;1° DOSE;75652;;;;
MOGI DAS CRUZES;2° DOSE;39785;;;;
MOGI GUAÇU;1° DOSE;28814;;;;
MOGI GUAÇU;2° DOSE;15296;;;;
MOGI MIRIM;1° DOSE;20093;;;;
MOGI MIRIM;2° DOSE;11428;;;;
MOMBUCA;1° DOSE;635;;;;
MOMBUCA;2° DOSE;417;;;;
MONÇÕES;1° DOSE;630;;;;
MONÇÕES;2° DOSE;383;;;;
MONGAGUÁ;1° DOSE;11809;;;;
MONGAGUÁ;2° DOSE;5822;;;;
MONTE ALEGRE DO SUL;1° DOSE;2008;;;;
MONTE ALEGRE DO SUL;2° DOSE;986;;;;
MONTE ALTO;1° DOSE;11093;;;;
MONTE ALTO;2° DOSE;5906;;;;
MONTE APRAZÍVEL;1° DOSE;5431;;;;
MONTE APRAZÍVEL;2° DOSE;3146;;;;
MONTE AZUL PAULISTA;1° DOSE;3910;;;;
MONTE AZUL PAULISTA;2° DOSE;2181;;;;
MONTE CASTELO;1° DOSE;1032;;;;
MONTE CASTELO;2° DOSE;606;;;;
MONTE MOR;1° DOSE;8904;;;;
MONTE MOR;2° DOSE;4387;;;;
MONTEIRO LOBATO;1° DOSE;1019;;;;
MONTEIRO LOBATO;2° DOSE;475;;;;
MORRO AGUDO;1° DOSE;4663;;;;
MORRO AGUDO;2° DOSE;2798;;;;
MORUNGABA;1° DOSE;2415;;;;
MORUNGABA;2° DOSE;1367;;;;
MOTUCA;1° DOSE;839;;;;
MOTUCA;2° DOSE;454;;;;
MURUTINGA DO SUL;1° DOSE;1152;;;;
MURUTINGA DO SUL;2° DOSE;670;;;;
NANTES;1° DOSE;565;;;;
NANTES;2° DOSE;305;;;;
NARANDIBA;1° DOSE;937;;;;
NARANDIBA;2° DOSE;484;;;;
NATIVIDADE DA SERRA;1° DOSE;1662;;;;
NATIVIDADE DA SERRA;2° DOSE;902;;;;
NAZARÉ PAULISTA;1° DOSE;3641;;;;
NAZARÉ PAULISTA;2° DOSE;1831;;;;
NEVES PAULISTA;1° DOSE;2576;;;;
NEVES PAULISTA;2° DOSE;1461;;;;
NHANDEARA;1° DOSE;3288;;;;
NHANDEARA;2° DOSE;1661;;;;
NIPOÃ;1° DOSE;736;;;;
NIPOÃ;2° DOSE;399;;;;
NOVA ALIANÇA;1° DOSE;1503;;;;
NOVA ALIANÇA;2° DOSE;786;;;;
NOVA CAMPINA;1° DOSE;1211;;;;
NOVA CAMPINA;2° DOSE;673;;;;
NOVA CANAÃ PAULISTA;1° DOSE;629;;;;
NOVA CANAÃ PAULISTA;2° DOSE;319;;;;
NOVA CASTILHO;1° DOSE;304;;;;
NOVA CASTILHO;2° DOSE;179;;;;
NOVA EUROPA;1° DOSE;1766;;;;
NOVA EUROPA;2° DOSE;987;;;;
NOVA GRANADA;1° DOSE;4154;;;;
NOVA GRANADA;2° DOSE;2294;;;;
NOVA GUATAPORANGA;1° DOSE;636;;;;
NOVA GUATAPORANGA;2° DOSE;295;;;;
NOVA INDEPENDÊNCIA;1° DOSE;707;;;;
NOVA INDEPENDÊNCIA;2° DOSE;344;;;;
NOVA LUZITÂNIA;1° DOSE;705;;;;
NOVA LUZITÂNIA;2° DOSE;381;;;;
NOVA ODESSA;1° DOSE;9188;;;;
NOVA ODESSA;2° DOSE;4809;;;;
NOVAIS;1° DOSE;685;;;;
NOVAIS;2° DOSE;410;;;;
NOVO HORIZONTE;1° DOSE;8651;;;;
NOVO HORIZONTE;2° DOSE;4841;;;;
NUPORANGA;1° DOSE;1549;;;;
NUPORANGA;2° DOSE;937;;;;
OCAUÇU;1° DOSE;1014;;;;
OCAUÇU;2° DOSE;527;;;;
ÓLEO;1° DOSE;676;;;;
ÓLEO;2° DOSE;309;;;;
OLÍMPIA;1° DOSE;12436;;;;
OLÍMPIA;2° DOSE;6750;;;;
ONDA VERDE;1° DOSE;889;;;;
ONDA VERDE;2° DOSE;510;;;;
ORIENTE;1° DOSE;1454;;;;
ORIENTE;2° DOSE;746;;;;
ORINDIÚVA;1° DOSE;1094;;;;
ORINDIÚVA;2° DOSE;517;;;;
ORLÂNDIA;1° DOSE;7869;;;;
ORLÂNDIA;2° DOSE;4198;;;;
OSASCO;1° DOSE;117341;;;;
OSASCO;2° DOSE;59509;;;;
OSCAR BRESSANE;1° DOSE;817;;;;
OSCAR BRESSANE;2° DOSE;487;;;;
OSVALDO CRUZ;1° DOSE;8221;;;;
OSVALDO CRUZ;2° DOSE;4606;;;;
OURINHOS;1° DOSE;24663;;;;
OURINHOS;2° DOSE;13837;;;;
OURO VERDE;1° DOSE;1594;;;;
OURO VERDE;2° DOSE;1096;;;;
OUROESTE;1° DOSE;2217;;;;
OUROESTE;2° DOSE;1277;;;;
PACAEMBU;1° DOSE;2974;;;;
PACAEMBU;2° DOSE;1618;;;;
PALESTINA;1° DOSE;2591;;;;
PALESTINA;2° DOSE;1354;;;;
PALMARES PAULISTA;1° DOSE;1368;;;;
PALMARES PAULISTA;2° DOSE;698;;;;
PALMEIRA D'OESTE;1° DOSE;2620;;;;
PALMEIRA D'OESTE;2° DOSE;1440;;;;
PALMITAL;1° DOSE;5480;;;;
PALMITAL;2° DOSE;3029;;;;
PANORAMA;1° DOSE;2801;;;;
PANORAMA;2° DOSE;1451;;;;
PARAGUAÇU PAULISTA;1° DOSE;8566;;;;
PARAGUAÇU PAULISTA;2° DOSE;4582;;;;
PARAIBUNA;1° DOSE;3342;;;;
PARAIBUNA;2° DOSE;1784;;;;
PARAÍSO;1° DOSE;1413;;;;
PARAÍSO;2° DOSE;774;;;;
PARANAPANEMA;1° DOSE;3146;;;;
PARANAPANEMA;2° DOSE;1721;;;;
PARANAPUÃ;1° DOSE;968;;;;
PARANAPUÃ;2° DOSE;510;;;;
PARAPUÃ;1° DOSE;2741;;;;
PARAPUÃ;2° DOSE;1479;;;;
PARDINHO;1° DOSE;1317;;;;
PARDINHO;2° DOSE;706;;;;
PARIQUERA-AÇU;1° DOSE;4582;;;;
PARIQUERA-AÇU;2° DOSE;2926;;;;
PARISI;1° DOSE;757;;;;
PARISI;2° DOSE;358;;;;
PATROCÍNIO PAULISTA;1° DOSE;2946;;;;
PATROCÍNIO PAULISTA;2° DOSE;1523;;;;
PAULICÉIA;1° DOSE;1320;;;;
PAULICÉIA;2° DOSE;628;;;;
PAULÍNIA;1° DOSE;15405;;;;
PAULÍNIA;2° DOSE;8821;;;;
PAULISTÂNIA;1° DOSE;415;;;;
PAULISTÂNIA;2° DOSE;247;;;;
PAULO DE FARIA;1° DOSE;1757;;;;
PAULO DE FARIA;2° DOSE;1041;;;;
PEDERNEIRAS;1° DOSE;8104;;;;
PEDERNEIRAS;2° DOSE;4496;;;;
PEDRA BELA;1° DOSE;1392;;;;
PEDRA BELA;2° DOSE;740;;;;
PEDRANÓPOLIS;1° DOSE;848;;;;
PEDRANÓPOLIS;2° DOSE;424;;;;
PEDREGULHO;1° DOSE;3009;;;;
PEDREGULHO;2° DOSE;1780;;;;
PEDREIRA;1° DOSE;8617;;;;
PEDREIRA;2° DOSE;4567;;;;
PEDRINHAS PAULISTA;1° DOSE;836;;;;
PEDRINHAS PAULISTA;2° DOSE;411;;;;
PEDRO DE TOLEDO;1° DOSE;2152;;;;
PEDRO DE TOLEDO;2° DOSE;1214;;;;
PENÁPOLIS;1° DOSE;14457;;;;
PENÁPOLIS;2° DOSE;8274;;;;
PEREIRA BARRETO;1° DOSE;5682;;;;
PEREIRA BARRETO;2° DOSE;3414;;;;
PEREIRAS;1° DOSE;1626;;;;
PEREIRAS;2° DOSE;894;;;;
PERUÍBE;1° DOSE;13038;;;;
PERUÍBE;2° DOSE;7732;;;;
PIACATU;1° DOSE;1296;;;;
PIACATU;2° DOSE;709;;;;
PIEDADE;1° DOSE;10209;;;;
PIEDADE;2° DOSE;5258;;;;
PILAR DO SUL;1° DOSE;5906;;;;
PILAR DO SUL;2° DOSE;2729;;;;
PINDAMONHANGABA;1° DOSE;29123;;;;
PINDAMONHANGABA;2° DOSE;15437;;;;
PINDORAMA;1° DOSE;3593;;;;
PINDORAMA;2° DOSE;2137;;;;
PINHALZINHO;1° DOSE;3516;;;;
PINHALZINHO;2° DOSE;1875;;;;
PIQUEROBI;1° DOSE;917;;;;
PIQUEROBI;2° DOSE;605;;;;
PIQUETE;1° DOSE;2941;;;;
PIQUETE;2° DOSE;1714;;;;
PIRACAIA;1° DOSE;5272;;;;
PIRACAIA;2° DOSE;2939;;;;
PIRACICABA;1° DOSE;75664;;;;
PIRACICABA;2° DOSE;45251;;;;
PIRAJU;1° DOSE;7106;;;;
PIRAJU;2° DOSE;3881;;;;
PIRAJUÍ;1° DOSE;4721;;;;
PIRAJUÍ;2° DOSE;2608;;;;
PIRANGI;1° DOSE;2647;;;;
PIRANGI;2° DOSE;1426;;;;
PIRAPORA DO BOM JESUS;1° DOSE;2451;;;;
PIRAPORA DO BOM JESUS;2° DOSE;1404;;;;
PIRAPOZINHO;1° DOSE;4799;;;;
PIRAPOZINHO;2° DOSE;2281;;;;
PIRASSUNUNGA;1° DOSE;16894;;;;
PIRASSUNUNGA;2° DOSE;9725;;;;
PIRATININGA;1° DOSE;3243;;;;
PIRATININGA;2° DOSE;1815;;;;
PITANGUEIRAS;1° DOSE;5171;;;;
PITANGUEIRAS;2° DOSE;3279;;;;
PLANALTO;1° DOSE;876;;;;
PLANALTO;2° DOSE;429;;;;
PLATINA;1° DOSE;688;;;;
PLATINA;2° DOSE;396;;;;
POÁ;1° DOSE;16685;;;;
POÁ;2° DOSE;8908;;;;
POLONI;1° DOSE;1632;;;;
POLONI;2° DOSE;837;;;;
POMPÉIA;1° DOSE;5527;;;;
POMPÉIA;2° DOSE;2590;;;;
PONGAÍ;1° DOSE;949;;;;
PONGAÍ;2° DOSE;547;;;;
PONTAL;1° DOSE;5292;;;;
PONTAL;2° DOSE;2775;;;;
PONTALINDA;1° DOSE;795;;;;
PONTALINDA;2° DOSE;371;;;;
PONTES GESTAL;1° DOSE;656;;;;
PONTES GESTAL;2° DOSE;288;;;;
POPULINA;1° DOSE;1256;;;;
POPULINA;2° DOSE;630;;;;
PORANGABA;1° DOSE;2412;;;;
PORANGABA;2° DOSE;1301;;;;
PORTO FELIZ;1° DOSE;9023;;;;
PORTO FELIZ;2° DOSE;4850;;;;
PORTO FERREIRA;1° DOSE;10927;;;;
PORTO FERREIRA;2° DOSE;5526;;;;
POTIM;1° DOSE;2790;;;;
POTIM;2° DOSE;1716;;;;
POTIRENDABA;1° DOSE;3831;;;;
POTIRENDABA;2° DOSE;2186;;;;
PRACINHA;1° DOSE;383;;;;
PRACINHA;2° DOSE;213;;;;
PRADÓPOLIS;1° DOSE;3156;;;;
PRADÓPOLIS;2° DOSE;1492;;;;
PRAIA GRANDE;1° DOSE;63840;;;;
PRAIA GRANDE;2° DOSE;32425;;;;
PRATÂNIA;1° DOSE;870;;;;
PRATÂNIA;2° DOSE;365;;;;
PRESIDENTE ALVES;1° DOSE;954;;;;
PRESIDENTE ALVES;2° DOSE;476;;;;
PRESIDENTE BERNARDES;1° DOSE;3821;;;;
PRESIDENTE BERNARDES;2° DOSE;2316;;;;
PRESIDENTE EPITÁCIO;1° DOSE;8385;;;;
PRESIDENTE EPITÁCIO;2° DOSE;4281;;;;
PRESIDENTE PRUDENTE;1° DOSE;52919;;;;
PRESIDENTE PRUDENTE;2° DOSE;32235;;;;
PRESIDENTE VENCESLAU;1° DOSE;9323;;;;
PRESIDENTE VENCESLAU;2° DOSE;5628;;;;
PROMISSÃO;1° DOSE;7490;;;;
PROMISSÃO;2° DOSE;4143;;;;
QUADRA;1° DOSE;821;;;;
QUADRA;2° DOSE;414;;;;
QUATÁ;1° DOSE;2573;;;;
QUATÁ;2° DOSE;1373;;;;
QUEIROZ;1° DOSE;582;;;;
QUEIROZ;2° DOSE;301;;;;
QUELUZ;1° DOSE;1752;;;;
QUELUZ;2° DOSE;1107;;;;
QUINTANA;1° DOSE;1467;;;;
QUINTANA;2° DOSE;797;;;;
RAFARD;1° DOSE;1575;;;;
RAFARD;2° DOSE;854;;;;
RANCHARIA;1° DOSE;6410;;;;
RANCHARIA;2° DOSE;3469;;;;
REDENÇÃO DA SERRA;1° DOSE;911;;;;
REDENÇÃO DA SERRA;2° DOSE;459;;;;
REGENTE FEIJÓ;1° DOSE;4378;;;;
REGENTE FEIJÓ;2° DOSE;2167;;;;
REGINÓPOLIS;1° DOSE;1510;;;;
REGINÓPOLIS;2° DOSE;779;;;;
REGISTRO;1° DOSE;11958;;;;
REGISTRO;2° DOSE;6966;;;;
RESTINGA;1° DOSE;1173;;;;
RESTINGA;2° DOSE;611;;;;
RIBEIRA;1° DOSE;712;;;;
RIBEIRA;2° DOSE;473;;;;
RIBEIRÃO BONITO;1° DOSE;2343;;;;
RIBEIRÃO BONITO;2° DOSE;1306;;;;
RIBEIRÃO BRANCO;1° DOSE;2578;;;;
RIBEIRÃO BRANCO;2° DOSE;1330;;;;
RIBEIRÃO CORRENTE;1° DOSE;724;;;;
RIBEIRÃO CORRENTE;2° DOSE;424;;;;
RIBEIRÃO DO SUL;1° DOSE;1164;;;;
RIBEIRÃO DO SUL;2° DOSE;556;;;;
RIBEIRÃO DOS ÍNDIOS;1° DOSE;623;;;;
RIBEIRÃO DOS ÍNDIOS;2° DOSE;420;;;;
RIBEIRÃO GRANDE;1° DOSE;1410;;;;
RIBEIRÃO GRANDE;2° DOSE;776;;;;
RIBEIRÃO PIRES;1° DOSE;22521;;;;
RIBEIRÃO PIRES;2° DOSE;12575;;;;
RIBEIRÃO PRETO;1° DOSE;136412;;;;
RIBEIRÃO PRETO;2° DOSE;77575;;;;
RIFAINA;1° DOSE;945;;;;
RIFAINA;2° DOSE;467;;;;
RINCÃO;1° DOSE;1935;;;;
RINCÃO;2° DOSE;1092;;;;
RINÓPOLIS;1° DOSE;2371;;;;
RINÓPOLIS;2° DOSE;1303;;;;
RIO CLARO;1° DOSE;43744;;;;
RIO CLARO;2° DOSE;25197;;;;
RIO DAS PEDRAS;1° DOSE;5081;;;;
RIO DAS PEDRAS;2° DOSE;2862;;;;
RIO GRANDE DA SERRA;1° DOSE;5630;;;;
RIO GRANDE DA SERRA;2° DOSE;2954;;;;
RIOLÂNDIA;1° DOSE;1630;;;;
RIOLÂNDIA;2° DOSE;852;;;;
RIVERSUL;1° DOSE;1330;;;;
RIVERSUL;2° DOSE;688;;;;
ROSANA;1° DOSE;4123;;;;
ROSANA;2° DOSE;2378;;;;
ROSEIRA;1° DOSE;1873;;;;
ROSEIRA;2° DOSE;929;;;;
RUBIÁCEA;1° DOSE;512;;;;
RUBIÁCEA;2° DOSE;332;;;;
RUBINÉIA;1° DOSE;886;;;;
RUBINÉIA;2° DOSE;458;;;;
SABINO;1° DOSE;1603;;;;
SABINO;2° DOSE;735;;;;
SAGRES;1° DOSE;547;;;;
SAGRES;2° DOSE;290;;;;
SALES;1° DOSE;1652;;;;
SALES;2° DOSE;789;;;;
SALES OLIVEIRA;1° DOSE;2145;;;;
SALES OLIVEIRA;2° DOSE;1373;;;;
SALESÓPOLIS;1° DOSE;3517;;;;
SALESÓPOLIS;2° DOSE;1567;;;;
SALMOURÃO;1° DOSE;1076;;;;
SALMOURÃO;2° DOSE;588;;;;
SALTINHO;1° DOSE;1765;;;;
SALTINHO;2° DOSE;963;;;;
SALTO;1° DOSE;22295;;;;
SALTO;2° DOSE;10988;;;;
SALTO DE PIRAPORA;1° DOSE;8391;;;;
SALTO DE PIRAPORA;2° DOSE;4544;;;;
SALTO GRANDE;1° DOSE;1880;;;;
SALTO GRANDE;2° DOSE;932;;;;
SANDOVALINA;1° DOSE;735;;;;
SANDOVALINA;2° DOSE;427;;;;
SANTA ADÉLIA;1° DOSE;3337;;;;
SANTA ADÉLIA;2° DOSE;2014;;;;
SANTA ALBERTINA;1° DOSE;1693;;;;
SANTA ALBERTINA;2° DOSE;819;;;;
SANTA BÁRBARA D'OESTE;1° DOSE;33814;;;;
SANTA BÁRBARA D'OESTE;2° DOSE;16596;;;;
SANTA BRANCA;1° DOSE;2857;;;;
SANTA BRANCA;2° DOSE;1619;;;;
SANTA CLARA D'OESTE;1° DOSE;622;;;;
SANTA CLARA D'OESTE;2° DOSE;295;;;;
SANTA CRUZ DA CONCEIÇÃO;1° DOSE;1331;;;;
SANTA CRUZ DA CONCEIÇÃO;2° DOSE;763;;;;
SANTA CRUZ DA ESPERANÇA;1° DOSE;529;;;;
SANTA CRUZ DA ESPERANÇA;2° DOSE;275;;;;
SANTA CRUZ DAS PALMEIRAS;1° DOSE;5531;;;;
SANTA CRUZ DAS PALMEIRAS;2° DOSE;3207;;;;
SANTA CRUZ DO RIO PARDO;1° DOSE;10697;;;;
SANTA CRUZ DO RIO PARDO;2° DOSE;5950;;;;
SANTA ERNESTINA;1° DOSE;943;;;;
SANTA ERNESTINA;2° DOSE;475;;;;
SANTA FÉ DO SUL;1° DOSE;9008;;;;
SANTA FÉ DO SUL;2° DOSE;5317;;;;
SANTA GERTRUDES;1° DOSE;3121;;;;
SANTA GERTRUDES;2° DOSE;1732;;;;
SANTA ISABEL;1° DOSE;9612;;;;
SANTA ISABEL;2° DOSE;5136;;;;
SANTA LÚCIA;1° DOSE;1367;;;;
SANTA LÚCIA;2° DOSE;721;;;;
SANTA MARIA DA SERRA;1° DOSE;956;;;;
SANTA MARIA DA SERRA;2° DOSE;641;;;;
SANTA MERCEDES;1° DOSE;674;;;;
SANTA MERCEDES;2° DOSE;386;;;;
SANTA RITA DO PASSA QUATRO;1° DOSE;7821;;;;
SANTA RITA DO PASSA QUATRO;2° DOSE;4318;;;;
SANTA RITA D'OESTE;1° DOSE;830;;;;
SANTA RITA D'OESTE;2° DOSE;422;;;;
SANTA ROSA DE VITERBO;1° DOSE;5336;;;;
SANTA ROSA DE VITERBO;2° DOSE;2840;;;;
SANTA SALETE;1° DOSE;523;;;;
SANTA SALETE;2° DOSE;296;;;;
SANTANA DA PONTE PENSA;1° DOSE;566;;;;
SANTANA DA PONTE PENSA;2° DOSE;304;;;;
SANTANA DE PARNAÍBA;1° DOSE;20240;;;;
SANTANA DE PARNAÍBA;2° DOSE;10589;;;;
SANTO ANASTÁCIO;1° DOSE;4340;;;;
SANTO ANASTÁCIO;2° DOSE;2781;;;;
SANTO ANDRÉ;1° DOSE;133621;;;;
SANTO ANDRÉ;2° DOSE;81061;;;;
SANTO ANTÔNIO DA ALEGRIA;1° DOSE;1731;;;;
SANTO ANTÔNIO DA ALEGRIA;2° DOSE;983;;;;
SANTO ANTÔNIO DE POSSE;1° DOSE;4121;;;;
SANTO ANTÔNIO DE POSSE;2° DOSE;1978;;;;
SANTO ANTÔNIO DO ARACANGUÁ;1° DOSE;1492;;;;
SANTO ANTÔNIO DO ARACANGUÁ;2° DOSE;835;;;;
SANTO ANTÔNIO DO JARDIM;1° DOSE;1564;;;;
SANTO ANTÔNIO DO JARDIM;2° DOSE;802;;;;
SANTO ANTÔNIO DO PINHAL;1° DOSE;1389;;;;
SANTO ANTÔNIO DO PINHAL;2° DOSE;761;;;;
SANTO EXPEDITO;1° DOSE;794;;;;
SANTO EXPEDITO;2° DOSE;506;;;;
SANTÓPOLIS DO AGUAPEÍ;1° DOSE;844;;;;
SANTÓPOLIS DO AGUAPEÍ;2° DOSE;454;;;;
SANTOS;1° DOSE;125118;;;;
SANTOS;2° DOSE;74536;;;;
SÃO BENTO DO SAPUCAÍ;1° DOSE;2502;;;;
SÃO BENTO DO SAPUCAÍ;2° DOSE;1380;;;;
SÃO BERNARDO DO CAMPO;1° DOSE;152219;;;;
SÃO BERNARDO DO CAMPO;2° DOSE;84268;;;;
SÃO CAETANO DO SUL;1° DOSE;50511;;;;
SÃO CAETANO DO SUL;2° DOSE;29805;;;;
SÃO CARLOS;1° DOSE;53749;;;;
SÃO CARLOS;2° DOSE;30163;;;;
SÃO FRANCISCO;1° DOSE;846;;;;
SÃO FRANCISCO;2° DOSE;423;;;;
SÃO JOÃO DA BOA VISTA;1° DOSE;22878;;;;
SÃO JOÃO DA BOA VISTA;2° DOSE;13406;;;;
SÃO JOÃO DAS DUAS PONTES;1° DOSE;479;;;;
SÃO JOÃO DAS DUAS PONTES;2° DOSE;336;;;;
SÃO JOÃO DE IRACEMA;1° DOSE;486;;;;
SÃO JOÃO DE IRACEMA;2° DOSE;272;;;;
SÃO JOÃO DO PAU D'ALHO;1° DOSE;696;;;;
SÃO JOÃO DO PAU D'ALHO;2° DOSE;421;;;;
SÃO JOAQUIM DA BARRA;1° DOSE;10005;;;;
SÃO JOAQUIM DA BARRA;2° DOSE;5364;;;;
SÃO JOSÉ DA BELA VISTA;1° DOSE;1134;;;;
SÃO JOSÉ DA BELA VISTA;2° DOSE;739;;;;
SÃO JOSÉ DO BARREIRO;1° DOSE;929;;;;
SÃO JOSÉ DO BARREIRO;2° DOSE;510;;;;
SÃO JOSÉ DO RIO PARDO;1° DOSE;13139;;;;
SÃO JOSÉ DO RIO PARDO;2° DOSE;6382;;;;
SÃO JOSÉ DO RIO PRETO;1° DOSE;110542;;;;
SÃO JOSÉ DO RIO PRETO;2° DOSE;62336;;;;
SÃO JOSÉ DOS CAMPOS;1° DOSE;142651;;;;
SÃO JOSÉ DOS CAMPOS;2° DOSE;74945;;;;
SÃO LOURENÇO DA SERRA;1° DOSE;2807;;;;
SÃO LOURENÇO DA SERRA;2° DOSE;1324;;;;
SÃO LUIZ DO PARAITINGA;1° DOSE;2455;;;;
SÃO LUIZ DO PARAITINGA;2° DOSE;1323;;;;
SÃO MANUEL;1° DOSE;7564;;;;
SÃO MANUEL;2° DOSE;4130;;;;
SÃO MIGUEL ARCANJO;1° DOSE;5878;;;;
SÃO MIGUEL ARCANJO;2° DOSE;2945;;;;
SÃO PAULO;1° DOSE;2460562;;;;
SÃO PAULO;2° DOSE;1376507;;;;
SÃO PEDRO;1° DOSE;7665;;;;
SÃO PEDRO;2° DOSE;4021;;;;
SÃO PEDRO DO TURVO;1° DOSE;1524;;;;
SÃO PEDRO DO TURVO;2° DOSE;1007;;;;
SÃO ROQUE;1° DOSE;14942;;;;
SÃO ROQUE;2° DOSE;8269;;;;
SÃO SEBASTIÃO;1° DOSE;13341;;;;
SÃO SEBASTIÃO;2° DOSE;7045;;;;
SÃO SEBASTIÃO DA GRAMA;1° DOSE;2496;;;;
SÃO SEBASTIÃO DA GRAMA;2° DOSE;1319;;;;
SÃO SIMÃO;1° DOSE;3173;;;;
SÃO SIMÃO;2° DOSE;1704;;;;
SÃO VICENTE;1° DOSE;55979;;;;
SÃO VICENTE;2° DOSE;30529;;;;
SARAPUÍ;1° DOSE;2019;;;;
SARAPUÍ;2° DOSE;738;;;;
SARUTAIÁ;1° DOSE;840;;;;
SARUTAIÁ;2° DOSE;483;;;;
SEBASTIANÓPOLIS DO SUL;1° DOSE;870;;;;
SEBASTIANÓPOLIS DO SUL;2° DOSE;473;;;;
SERRA AZUL;1° DOSE;1770;;;;
SERRA AZUL;2° DOSE;1158;;;;
SERRA NEGRA;1° DOSE;7136;;;;
SERRA NEGRA;2° DOSE;3876;;;;
SERRANA;1° DOSE;29805;;;;
SERRANA;2° DOSE;19038;;;;
SERTÃOZINHO;1° DOSE;21244;;;;
SERTÃOZINHO;2° DOSE;11539;;;;
SETE BARRAS;1° DOSE;2308;;;;
SETE BARRAS;2° DOSE;1323;;;;
SEVERÍNIA;1° DOSE;2616;;;;
